"Município";"Masculino";"Feminino";"Total"
"431415 Paverama";-;-;-
"431417 Pedras Altas";-;-;-
"431420 Pedro Osório";-;-;-
"431430 Pejuçara";-;-;-
"431440 Pelotas";-;-;-
"431442 Picada Café";-;-;-
"431445 Pinhal";-;-;-
"431446 Pinhal da Serra";-;-;-
"431447 Pinhal Grande";-;-;-
"431449 Pinheirinho do Vale";-;-;-
"431450 Pinheiro Machado";-;-;-
"431454 Pinto Bandeira";-;-;-
"431455 Pirapó";-;-;-
"431460 Piratini";-;-;-
"431470 Planalto";-;-;-
"431475 Poço das Antas";-;-;-
"431477 Pontão";-;-;-
"431478 Ponte Preta";-;-;-
"431480 Portão";-;-;-
"431490 Porto Alegre";-;-;-
"431500 Porto Lucena";-;-;-
"431505 Porto Mauá";-;-;-
"431507 Porto Vera Cruz";-;-;-
"431510 Porto Xavier";-;-;-
"431513 Pouso Novo";-;-;-
"431514 Presidente Lucena";-;-;-
"431515 Progresso";-;-;-
"431517 Protásio Alves";-;-;-
"431520 Putinga";-;-;-
"431530 Quaraí";-;-;-
"431531 Quatro Irmãos";-;-;-
"431532 Quevedos";-;-;-
"431535 Quinze de Novembro";-;-;-
"431540 Redentora";-;-;-
"431545 Relvado";-;-;-
"431550 Restinga Seca";-;-;-
"431555 Rio dos Índios";-;-;-
"431560 Rio Grande";-;-;-
"431570 Rio Pardo";-;-;-
"431575 Riozinho";-;-;-
"431580 Roca Sales";-;-;-
"431590 Rodeio Bonito";-;-;-
"431595 Rolador";-;-;-
"431600 Rolante";-;-;-
"431610 Ronda Alta";-;-;-
"431620 Rondinha";-;-;-
"431630 Roque Gonzales";-;-;-
"431640 Rosário do Sul";-;-;-
"431642 Sagrada Família";-;-;-
"431643 Saldanha Marinho";-;-;-
"431645 Salto do Jacuí";-;-;-
"431647 Salvador das Missões";-;-;-
"431650 Salvador do Sul";-;-;-
"431660 Sananduva";-;-;-
"431710 Sant'Ana do Livramento";-;-;-
"431670 Santa Bárbara do Sul";-;-;-
"431673 Santa Cecília do Sul";-;-;-
"431675 Santa Clara do Sul";-;-;-
"431680 Santa Cruz do Sul";-;-;-
"431697 Santa Margarida do Sul";-;-;-
"431690 Santa Maria";-;-;-
"431695 Santa Maria do Herval";-;-;-
"431720 Santa Rosa";-;-;-
"431725 Santa Tereza";-;-;-
"431730 Santa Vitória do Palmar";-;-;-
"431700 Santana da Boa Vista";-;-;-
"431740 Santiago";-;-;-
"431750 Santo Ângelo";-;-;-
"431760 Santo Antônio da Patrulha";-;-;-
"431770 Santo Antônio das Missões";-;-;-
"431755 Santo Antônio do Palma";-;-;-
"431775 Santo Antônio do Planalto";-;-;-
"431780 Santo Augusto";-;-;-
"431790 Santo Cristo";-;-;-
"431795 Santo Expedito do Sul";-;-;-
"431800 São Borja";-;-;-
"431805 São Domingos do Sul";-;-;-
"431810 São Francisco de Assis";-;-;-
"431820 São Francisco de Paula";-;-;-
"431830 São Gabriel";-;-;-
"431840 São Jerônimo";-;-;-
"431842 São João da Urtiga";-;-;-
"431843 São João do Polêsine";-;-;-
"431844 São Jorge";-;-;-
"431845 São José das Missões";-;-;-
"431846 São José do Herval";-;-;-
"431848 São José do Hortêncio";-;-;-
"431849 São José do Inhacorá";-;-;-
"431850 São José do Norte";-;-;-
"431860 São José do Ouro";-;-;-
"431861 São José do Sul";-;-;-
"431862 São José dos Ausentes";-;-;-
"431870 São Leopoldo";-;-;-
"431880 São Lourenço do Sul";-;-;-
"431890 São Luiz Gonzaga";-;-;-
"431900 São Marcos";-;-;-
"431910 São Martinho";-;-;-
"431912 São Martinho da Serra";-;-;-
"431915 São Miguel das Missões";-;-;-
"431920 São Nicolau";-;-;-
"431930 São Paulo das Missões";-;-;-
"431935 São Pedro da Serra";-;-;-
"431936 São Pedro das Missões";-;-;-
"431937 São Pedro do Butiá";-;-;-
"431940 São Pedro do Sul";-;-;-
"431950 São Sebastião do Caí";-;-;-
"431960 São Sepé";-;-;-
"431970 São Valentim";-;-;-
"431971 São Valentim do Sul";-;-;-
"431973 São Valério do Sul";-;-;-
"431975 São Vendelino";-;-;-
"431980 São Vicente do Sul";-;-;-
"431990 Sapiranga";-;-;-
"432000 Sapucaia do Sul";-;-;-
"432010 Sarandi";-;-;-
"432020 Seberi";-;-;-
"432023 Sede Nova";-;-;-
"432026 Segredo";-;-;-
"432030 Selbach";-;-;-
"432032 Senador Salgado Filho";-;-;-
"432035 Sentinela do Sul";-;-;-
"432040 Serafina Corrêa";-;-;-
"432045 Sério";-;-;-
"432050 Sertão";-;-;-
"432055 Sertão Santana";-;-;-
"432057 Sete de Setembro";-;-;-
"432060 Severiano de Almeida";-;-;-
"432065 Silveira Martins";-;-;-
"432067 Sinimbu";-;-;-
"432070 Sobradinho";-;-;-
"432080 Soledade";-;-;-
"432085 Tabaí";-;-;-
"432090 Tapejara";-;-;-
"432100 Tapera";-;-;-
"432110 Tapes";-;-;-
"432120 Taquara";-;-;-
"432130 Taquari";-;-;-
"432132 Taquaruçu do Sul";-;-;-
"432135 Tavares";-;-;-
"432140 Tenente Portela";-;-;-
"432143 Terra de Areia";-;-;-
"432145 Teutônia";-;-;-
"432146 Tio Hugo";-;-;-
"432147 Tiradentes do Sul";-;-;-
"432149 Toropi";-;-;-
"432150 Torres";-;-;-
"432160 Tramandaí";-;-;-
"432162 Travesseiro";-;-;-
"432163 Três Arroios";-;-;-
"432166 Três Cachoeiras";-;-;-
"432170 Três Coroas";-;-;-
"432180 Três de Maio";-;-;-
"432183 Três Forquilhas";-;-;-
"432185 Três Palmeiras";-;-;-
"432190 Três Passos";-;-;-
"432195 Trindade do Sul";-;-;-
"432200 Triunfo";-;-;-
"432210 Tucunduva";-;-;-
"432215 Tunas";-;-;-
"432218 Tupanci do Sul";-;-;-
"432220 Tupanciretã";-;-;-
"432225 Tupandi";-;-;-
"432230 Tuparendi";-;-;-
"432232 Turuçu";-;-;-
"432234 Ubiretama";-;-;-
"432235 União da Serra";-;-;-
"432237 Unistalda";-;-;-
"432240 Uruguaiana";-;-;-
"432250 Vacaria";-;-;-
"432253 Vale do Sol";-;-;-
"432254 Vale Real";-;-;-
"432252 Vale Verde";-;-;-
"432255 Vanini";-;-;-
"432260 Venâncio Aires";-;-;-
"432270 Vera Cruz";-;-;-
"432280 Veranópolis";-;-;-
"432285 Vespasiano Correa";-;-;-
"432290 Viadutos";-;-;-
"432300 Viamão";-;-;-
"432310 Vicente Dutra";-;-;-
"432320 Victor Graeff";-;-;-
"432330 Vila Flores";-;-;-
"432335 Vila Lângaro";-;-;-
"432340 Vila Maria";-;-;-
"432345 Vila Nova do Sul";-;-;-
"432350 Vista Alegre";-;-;-
"432360 Vista Alegre do Prata";-;-;-
"432370 Vista Gaúcha";-;-;-
"432375 Vitória das Missões";-;-;-
"432377 Westfalia";-;-;-
"432380 Xangri-lá";-;-;-
"430000 Município ignorado - RS";-;-;-
"500020 Água Clara";-;-;-
"500025 Alcinópolis";-;-;-
"500060 Amambai";-;-;-
"500070 Anastácio";-;-;-
"500080 Anaurilândia";-;-;-
"500085 Angélica";-;-;-
"500090 Antônio João";-;-;-
"500100 Aparecida do Taboado";-;-;-
"500110 Aquidauana";-;-;-
"500124 Aral Moreira";-;-;-
"500150 Bandeirantes";-;-;-
"500190 Bataguassu";-;-;-
"500200 Batayporã";-;-;-
"500210 Bela Vista";-;-;-
"500215 Bodoquena";-;-;-
"500220 Bonito";-;-;-
"500230 Brasilândia";-;-;-
"500240 Caarapó";-;-;-
"500260 Camapuã";-;-;-
"500270 Campo Grande";-;-;-
"500280 Caracol";-;-;-
"500290 Cassilândia";-;-;-
"500295 Chapadão do Sul";-;-;-
"500310 Corguinho";-;-;-
"500315 Coronel Sapucaia";-;-;-
"500320 Corumbá";-;-;-
"500325 Costa Rica";-;-;-
"500330 Coxim";-;-;-
"500345 Deodápolis";-;-;-
"500348 Dois Irmãos do Buriti";-;-;-
"500350 Douradina";-;-;-
"500370 Dourados";-;-;-
"500375 Eldorado";-;-;-
"500380 Fátima do Sul";-;-;-
"500390 Figueirão";-;-;-
"500400 Glória de Dourados";-;-;-
"500410 Guia Lopes da Laguna";-;-;-
"500430 Iguatemi";-;-;-
"500440 Inocência";-;-;-
"500450 Itaporã";-;-;-
"500460 Itaquiraí";-;-;-
"500470 Ivinhema";-;-;-
"500480 Japorã";-;-;-
"500490 Jaraguari";-;-;-
"500500 Jardim";-;-;-
"500510 Jateí";-;-;-
"500515 Juti";-;-;-
"500520 Ladário";-;-;-
"500525 Laguna Carapã";-;-;-
"500540 Maracaju";-;-;-
"500560 Miranda";-;-;-
"500568 Mundo Novo";-;-;-
"500570 Naviraí";-;-;-
"500580 Nioaque";-;-;-
"500600 Nova Alvorada do Sul";-;-;-
"500620 Nova Andradina";-;-;-
"500625 Novo Horizonte do Sul";-;-;-
"500627 Paraíso das Águas";-;-;-
"500630 Paranaíba";-;-;-
"500635 Paranhos";-;-;-
"500640 Pedro Gomes";-;-;-
"500660 Ponta Porã";-;-;-
"500690 Porto Murtinho";-;-;-
"500710 Ribas do Rio Pardo";-;-;-
"500720 Rio Brilhante";-;-;-
"500730 Rio Negro";-;-;-
"500740 Rio Verde de Mato Grosso";-;-;-
"500750 Rochedo";-;-;-
"500755 Santa Rita do Pardo";-;-;-
"500769 São Gabriel do Oeste";-;-;-
"500780 Selvíria";-;-;-
"500770 Sete Quedas";-;-;-
"500790 Sidrolândia";-;-;-
"500793 Sonora";-;-;-
"500795 Tacuru";-;-;-
"500797 Taquarussu";-;-;-
"500800 Terenos";-;-;-
"500830 Três Lagoas";-;-;-
"500840 Vicentina";-;-;-
"500000 Município ignorado - MS";-;-;-
"510010 Acorizal";-;-;-
"510020 Água Boa";-;-;-
"510025 Alta Floresta";-;-;-
"510030 Alto Araguaia";-;-;-
"510035 Alto Boa Vista";-;-;-
"510040 Alto Garças";-;-;-
"510050 Alto Paraguai";-;-;-
"510060 Alto Taquari";-;-;-
"510080 Apiacás";-;-;-
"510100 Araguaiana";-;-;-
"510120 Araguainha";-;-;-
"510125 Araputanga";-;-;-
"510130 Arenápolis";-;-;-
"510140 Aripuanã";-;-;-
"510160 Barão de Melgaço";-;-;-
"510170 Barra do Bugres";-;-;-
"510180 Barra do Garças";-;-;-
"510185 Bom Jesus do Araguaia";-;-;-
"510190 Brasnorte";-;-;-
"510250 Cáceres";-;-;-
"510260 Campinápolis";-;-;-
"510263 Campo Novo do Parecis";-;-;-
"510267 Campo Verde";-;-;-
"510268 Campos de Júlio";-;-;-
"510269 Canabrava do Norte";-;-;-
"510270 Canarana";-;-;-
"510279 Carlinda";-;-;-
"510285 Castanheira";-;-;-
"510300 Chapada dos Guimarães";-;-;-
"510305 Cláudia";-;-;-
"510310 Cocalinho";-;-;-
"510320 Colíder";-;-;-
"510325 Colniza";-;-;-
"510330 Comodoro";-;-;-
"510335 Confresa";-;-;-
"510336 Conquista D'Oeste";-;-;-
"510337 Cotriguaçu";-;-;-
"510340 Cuiabá";-;-;-
"510343 Curvelândia";-;-;-
"510345 Denise";-;-;-
"510350 Diamantino";-;-;-
"510360 Dom Aquino";-;-;-
"510370 Feliz Natal";-;-;-
"510380 Figueirópolis D'Oeste";-;-;-
"510385 Gaúcha do Norte";-;-;-
"510390 General Carneiro";-;-;-
"510395 Glória D'Oeste";-;-;-
"510410 Guarantã do Norte";-;-;-
"510420 Guiratinga";-;-;-
"510450 Indiavaí";-;-;-
"510452 Ipiranga do Norte";-;-;-
"510454 Itanhangá";-;-;-
"510455 Itaúba";-;-;-
"510460 Itiquira";-;-;-
"510480 Jaciara";-;-;-
"510490 Jangada";-;-;-
"510500 Jauru";-;-;-
"510510 Juara";-;-;-
"510515 Juína";-;-;-
"510517 Juruena";-;-;-
"510520 Juscimeira";-;-;-
"510523 Lambari D'Oeste";-;-;-
"510525 Lucas do Rio Verde";-;-;-
"510530 Luciara";-;-;-
"510558 Marcelândia";-;-;-
"510560 Matupá";-;-;-
"510562 Mirassol d'Oeste";-;-;-
"510590 Nobres";-;-;-
"510600 Nortelândia";-;-;-
"510610 Nossa Senhora do Livramento";-;-;-
"510615 Nova Bandeirantes";-;-;-
"510620 Nova Brasilândia";-;-;-
"510621 Nova Canaã do Norte";-;-;-
"510880 Nova Guarita";-;-;-
"510618 Nova Lacerda";-;-;-
"510885 Nova Marilândia";-;-;-
"510890 Nova Maringá";-;-;-
"510895 Nova Monte Verde";-;-;-
"510622 Nova Mutum";-;-;-
"510617 Nova Nazaré";-;-;-
"510623 Nova Olímpia";-;-;-
"510619 Nova Santa Helena";-;-;-
"510624 Nova Ubiratã";-;-;-
"510625 Nova Xavantina";-;-;-
"510627 Novo Horizonte do Norte";-;-;-
"510626 Novo Mundo";-;-;-
"510631 Novo Santo Antônio";-;-;-
"510628 Novo São Joaquim";-;-;-
"510629 Paranaíta";-;-;-
"510630 Paranatinga";-;-;-
"510637 Pedra Preta";-;-;-
"510642 Peixoto de Azevedo";-;-;-
"510645 Planalto da Serra";-;-;-
"510650 Poconé";-;-;-
"510665 Pontal do Araguaia";-;-;-
"510670 Ponte Branca";-;-;-
"510675 Pontes e Lacerda";-;-;-
"510677 Porto Alegre do Norte";-;-;-
"510680 Porto dos Gaúchos";-;-;-
"510682 Porto Esperidião";-;-;-
"510685 Porto Estrela";-;-;-
"510700 Poxoréo";-;-;-
"510704 Primavera do Leste";-;-;-
"510706 Querência";-;-;-
"510715 Reserva do Cabaçal";-;-;-
"510718 Ribeirão Cascalheira";-;-;-
"510719 Ribeirãozinho";-;-;-
"510720 Rio Branco";-;-;-
"510757 Rondolândia";-;-;-
"510760 Rondonópolis";-;-;-
"510770 Rosário Oeste";-;-;-
"510775 Salto do Céu";-;-;-
"510724 Santa Carmem";-;-;-
"510774 Santa Cruz do Xingu";-;-;-
"510776 Santa Rita do Trivelato";-;-;-
"510777 Santa Terezinha";-;-;-
"510726 Santo Afonso";-;-;-
"510779 Santo Antônio do Leste";-;-;-
"510780 Santo Antônio do Leverger";-;-;-
"510785 São Félix do Araguaia";-;-;-
"510729 São José do Povo";-;-;-
"510730 São José do Rio Claro";-;-;-
"510735 São José do Xingu";-;-;-
"510710 São José dos Quatro Marcos";-;-;-
"510740 São Pedro da Cipa";-;-;-
"510787 Sapezal";-;-;-
"510788 Serra Nova Dourada";-;-;-
"510790 Sinop";-;-;-
"510792 Sorriso";-;-;-
"510794 Tabaporã";-;-;-
"510795 Tangará da Serra";-;-;-
"510800 Tapurah";-;-;-
"510805 Terra Nova do Norte";-;-;-
"510810 Tesouro";-;-;-
"510820 Torixoréu";-;-;-
"510830 União do Sul";-;-;-
"510835 Vale de São Domingos";-;-;-
"510840 Várzea Grande";-;-;-
"510850 Vera";-;-;-
"510550 Vila Bela da Santíssima Trindade";-;-;-
"510860 Vila Rica";-;-;-
"510000 Município ignorado - MT";-;-;-
"520005 Abadia de Goiás";-;-;-
"520010 Abadiânia";-;-;-
"520013 Acreúna";-;-;-
"520015 Adelândia";-;-;-
"520017 Água Fria de Goiás";-;-;-
"520020 Água Limpa";-;-;-
"520025 Águas Lindas de Goiás";-;-;-
"520030 Alexânia";-;-;-
"520050 Aloândia";-;-;-
"520055 Alto Horizonte";-;-;-
"520060 Alto Paraíso de Goiás";-;-;-
"520080 Alvorada do Norte";-;-;-
"520082 Amaralina";-;-;-
"520085 Americano do Brasil";-;-;-
"520090 Amorinópolis";-;-;-
"520110 Anápolis";-;-;-
"520120 Anhanguera";-;-;-
"520130 Anicuns";-;-;-
"520140 Aparecida de Goiânia";-;-;-
"520145 Aparecida do Rio Doce";-;-;-
"520150 Aporé";-;-;-
"520160 Araçu";-;-;-
"520170 Aragarças";-;-;-
"520180 Aragoiânia";-;-;-
"520215 Araguapaz";-;-;-
"520235 Arenópolis";-;-;-
"520250 Aruanã";-;-;-
"520260 Aurilândia";-;-;-
"520280 Avelinópolis";-;-;-
"520310 Baliza";-;-;-
"520320 Barro Alto";-;-;-
"520330 Bela Vista de Goiás";-;-;-
"520340 Bom Jardim de Goiás";-;-;-
"520350 Bom Jesus de Goiás";-;-;-
"520355 Bonfinópolis";-;-;-
"520357 Bonópolis";-;-;-
"520360 Brazabrantes";-;-;-
"520380 Britânia";-;-;-
"520390 Buriti Alegre";-;-;-
"520393 Buriti de Goiás";-;-;-
"520396 Buritinópolis";-;-;-
"520400 Cabeceiras";-;-;-
"520410 Cachoeira Alta";-;-;-
"520420 Cachoeira de Goiás";-;-;-
"520425 Cachoeira Dourada";-;-;-
"520430 Caçu";-;-;-
"520440 Caiapônia";-;-;-
"520450 Caldas Novas";-;-;-
"520455 Caldazinha";-;-;-
"520460 Campestre de Goiás";-;-;-
"520465 Campinaçu";-;-;-
"520470 Campinorte";-;-;-
"520480 Campo Alegre de Goiás";-;-;-
"520485 Campo Limpo de Goiás";-;-;-
"520490 Campos Belos";-;-;-
"520495 Campos Verdes";-;-;-
"520500 Carmo do Rio Verde";-;-;-
"520505 Castelândia";-;-;-
"520510 Catalão";-;-;-
"520520 Caturaí";-;-;-
"520530 Cavalcante";-;-;-
"520540 Ceres";-;-;-
"520545 Cezarina";-;-;-
"520547 Chapadão do Céu";-;-;-
"520549 Cidade Ocidental";-;-;-
"520551 Cocalzinho de Goiás";-;-;-
"520552 Colinas do Sul";-;-;-
"520570 Córrego do Ouro";-;-;-
"520580 Corumbá de Goiás";-;-;-
"520590 Corumbaíba";-;-;-
"520620 Cristalina";-;-;-
"520630 Cristianópolis";-;-;-
"520640 Crixás";-;-;-
"520650 Cromínia";-;-;-
"520660 Cumari";-;-;-
"520670 Damianópolis";-;-;-
"520680 Damolândia";-;-;-
"520690 Davinópolis";-;-;-
"520710 Diorama";-;-;-
"520830 Divinópolis de Goiás";-;-;-
"520725 Doverlândia";-;-;-
"520735 Edealina";-;-;-
"520740 Edéia";-;-;-
"520750 Estrela do Norte";-;-;-
"520753 Faina";-;-;-
"520760 Fazenda Nova";-;-;-
"520780 Firminópolis";-;-;-
"520790 Flores de Goiás";-;-;-
"520800 Formosa";-;-;-
"520810 Formoso";-;-;-
"520815 Gameleira de Goiás";-;-;-
"520840 Goianápolis";-;-;-
"520850 Goiandira";-;-;-
"520860 Goianésia";-;-;-
"520870 Goiânia";-;-;-
"520880 Goianira";-;-;-
"520890 Goiás";-;-;-
"520910 Goiatuba";-;-;-
"520915 Gouvelândia";-;-;-
"520920 Guapó";-;-;-
"520929 Guaraíta";-;-;-
"520940 Guarani de Goiás";-;-;-
"520945 Guarinos";-;-;-
"520960 Heitoraí";-;-;-
"520970 Hidrolândia";-;-;-
"520980 Hidrolina";-;-;-
"520990 Iaciara";-;-;-
"520993 Inaciolândia";-;-;-
"520995 Indiara";-;-;-
"521000 Inhumas";-;-;-
"521010 Ipameri";-;-;-
"521015 Ipiranga de Goiás";-;-;-
"521020 Iporá";-;-;-
"521030 Israelândia";-;-;-
"521040 Itaberaí";-;-;-
"521056 Itaguari";-;-;-
"521060 Itaguaru";-;-;-
"521080 Itajá";-;-;-
"521090 Itapaci";-;-;-
"521100 Itapirapuã";-;-;-
"521120 Itapuranga";-;-;-
"521130 Itarumã";-;-;-
"521140 Itauçu";-;-;-
"521150 Itumbiara";-;-;-
"521160 Ivolândia";-;-;-
"521170 Jandaia";-;-;-
"521180 Jaraguá";-;-;-
"521190 Jataí";-;-;-
"521200 Jaupaci";-;-;-
"521205 Jesúpolis";-;-;-
"521210 Joviânia";-;-;-
"521220 Jussara";-;-;-
"521225 Lagoa Santa";-;-;-
"521230 Leopoldo de Bulhões";-;-;-
"521250 Luziânia";-;-;-
"521260 Mairipotaba";-;-;-
"521270 Mambaí";-;-;-
"521280 Mara Rosa";-;-;-
"521290 Marzagão";-;-;-
"521295 Matrinchã";-;-;-
"521300 Maurilândia";-;-;-
"521305 Mimoso de Goiás";-;-;-
"521308 Minaçu";-;-;-
"521310 Mineiros";-;-;-
"521340 Moiporá";-;-;-
"521350 Monte Alegre de Goiás";-;-;-
"521370 Montes Claros de Goiás";-;-;-
"521375 Montividiu";-;-;-
"521377 Montividiu do Norte";-;-;-
"521380 Morrinhos";-;-;-
"521385 Morro Agudo de Goiás";-;-;-
"521390 Mossâmedes";-;-;-
"521400 Mozarlândia";-;-;-
"521405 Mundo Novo";-;-;-
"521410 Mutunópolis";-;-;-
"521440 Nazário";-;-;-
"521450 Nerópolis";-;-;-
"521460 Niquelândia";-;-;-
"521470 Nova América";-;-;-
"521480 Nova Aurora";-;-;-
"521483 Nova Crixás";-;-;-
"521486 Nova Glória";-;-;-
"521487 Nova Iguaçu de Goiás";-;-;-
"521490 Nova Roma";-;-;-
"521500 Nova Veneza";-;-;-
"521520 Novo Brasil";-;-;-
"521523 Novo Gama";-;-;-
"521525 Novo Planalto";-;-;-
"521530 Orizona";-;-;-
"521540 Ouro Verde de Goiás";-;-;-
"521550 Ouvidor";-;-;-
"521560 Padre Bernardo";-;-;-
"521565 Palestina de Goiás";-;-;-
"521570 Palmeiras de Goiás";-;-;-
"521580 Palmelo";-;-;-
"521590 Palminópolis";-;-;-
"521600 Panamá";-;-;-
"521630 Paranaiguara";-;-;-
"521640 Paraúna";-;-;-
"521645 Perolândia";-;-;-
"521680 Petrolina de Goiás";-;-;-
"521690 Pilar de Goiás";-;-;-
"521710 Piracanjuba";-;-;-
"521720 Piranhas";-;-;-
"521730 Pirenópolis";-;-;-
"521740 Pires do Rio";-;-;-
"521760 Planaltina";-;-;-
"521770 Pontalina";-;-;-
"521800 Porangatu";-;-;-
"521805 Porteirão";-;-;-
"521810 Portelândia";-;-;-
"521830 Posse";-;-;-
"521839 Professor Jamil";-;-;-
"521850 Quirinópolis";-;-;-
"521860 Rialma";-;-;-
"521870 Rianápolis";-;-;-
"521878 Rio Quente";-;-;-
"521880 Rio Verde";-;-;-
"521890 Rubiataba";-;-;-
"521900 Sanclerlândia";-;-;-
"521910 Santa Bárbara de Goiás";-;-;-
"521920 Santa Cruz de Goiás";-;-;-
"521925 Santa Fé de Goiás";-;-;-
"521930 Santa Helena de Goiás";-;-;-
"521935 Santa Isabel";-;-;-
"521940 Santa Rita do Araguaia";-;-;-
"521945 Santa Rita do Novo Destino";-;-;-
"521950 Santa Rosa de Goiás";-;-;-
"521960 Santa Tereza de Goiás";-;-;-
"521970 Santa Terezinha de Goiás";-;-;-
"521971 Santo Antônio da Barra";-;-;-
"521973 Santo Antônio de Goiás";-;-;-
"521975 Santo Antônio do Descoberto";-;-;-
"521980 São Domingos";-;-;-
"521990 São Francisco de Goiás";-;-;-
"522000 São João d'Aliança";-;-;-
"522005 São João da Paraúna";-;-;-
"522010 São Luís de Montes Belos";-;-;-
"522015 São Luíz do Norte";-;-;-
"522020 São Miguel do Araguaia";-;-;-
"522026 São Miguel do Passa Quatro";-;-;-
"522028 São Patrício";-;-;-
"522040 São Simão";-;-;-
"522045 Senador Canedo";-;-;-
"522050 Serranópolis";-;-;-
"522060 Silvânia";-;-;-
"522068 Simolândia";-;-;-
"522070 Sítio d'Abadia";-;-;-
"522100 Taquaral de Goiás";-;-;-
"522108 Teresina de Goiás";-;-;-
"522119 Terezópolis de Goiás";-;-;-
"522130 Três Ranchos";-;-;-
"522140 Trindade";-;-;-
"522145 Trombas";-;-;-
"522150 Turvânia";-;-;-
"522155 Turvelândia";-;-;-
"522157 Uirapuru";-;-;-
"522160 Uruaçu";-;-;-
"522170 Uruana";-;-;-
"522180 Urutaí";-;-;-
"522185 Valparaíso de Goiás";-;-;-
"522190 Varjão";-;-;-
"522200 Vianópolis";-;-;-
"522205 Vicentinópolis";-;-;-
"522220 Vila Boa";-;-;-
"522230 Vila Propício";-;-;-
"520000 Município ignorado - GO";-;-;-
"530010 Brasília";-;-;-
"000000 Ignorado ou exterior";-;-;-
"Total";22006254;23143349;45149603
&
"Município";"Masculino";"Feminino";"Total"
"350010 Adamantina";16967;17966;34933
"350020 Adolfo";1784;1805;3589
"350030 Aguaí";17937;17296;35233
"350040 Águas da Prata";3983;4067;8050
"350050 Águas de Lindóia";8999;9384;18383
"350055 Águas de Santa Bárbara";2947;3021;5968
"350060 Águas de São Pedro";1525;1710;3235
"350070 Agudos";18172;18459;36631
"350075 Alambari";2861;2838;5699
"350080 Alfredo Marcondes";2109;2000;4109
"350090 Altair";2201;1880;4081
"350100 Altinópolis";8067;8058;16125
"350110 Alto Alegre";2119;2014;4133
"350115 Alumínio";9222;8969;18191
"350120 Álvares Florence";1932;1848;3780
"350130 Álvares Machado";12176;12479;24655
"350140 Álvaro de Carvalho";3252;1828;5080
"350150 Alvinlândia";1558;1617;3175
"350160 Americana";113804;118218;232022
"350170 Américo Brasiliense";19494;19358;38852
"350180 Américo de Campos";2994;2937;5931
"350190 Amparo";34794;35893;70687
"350200 Analândia";2464;2341;4805
"350210 Andradina";28151;28868;57019
"350220 Angatuba";12355;12085;24440
"350230 Anhembi";3329;3098;6427
"350240 Anhumas";1981;2043;4024
"350250 Aparecida";17318;18753;36071
"350260 Aparecida d'Oeste";2113;2200;4313
"350270 Apiaí";12422;12416;24838
"350275 Araçariguama";10608;10202;20810
"350280 Araçatuba";93435;100100;193535
"350290 Araçoiaba da Serra";16083;16091;32174
"350300 Aramina";2760;2752;5512
"350310 Arandu";3187;3144;6331
"350315 Arapeí";1267;1230;2497
"350320 Araraquara";110500;118476;228976
"350330 Araras";64205;66060;130265
"350335 Arco-Íris";914;936;1850
"350340 Arealva";4286;4107;8393
"350350 Areias";1908;1947;3855
"350360 Areiópolis";5730;5308;11038
"350370 Ariranha";4800;4578;9378
"350380 Artur Nogueira";25829;25659;51488
"350390 Arujá";42182;43469;85651
"350395 Aspásia";914;918;1832
"350400 Assis";50052;52141;102193
"350410 Atibaia";67942;70665;138607
"350420 Auriflama";7518;7469;14987
"350430 Avaí";2641;2660;5301
"350440 Avanhandava";7555;5436;12991
"350450 Avaré";44090;44761;88851
"350460 Bady Bassitt";8248;8444;16692
"350470 Balbinos";4650;464;5114
"350480 Bálsamo";4316;4527;8843
"350490 Bananal";5348;5448;10796
"350500 Barão de Antonina";1733;1648;3381
"350510 Barbosa";3664;3532;7196
"350520 Bariri";17276;17067;34343
"350530 Barra Bonita";17548;18580;36128
"350535 Barra do Chapéu";2958;2655;5613
"350540 Barra do Turvo";4036;3708;7744
"350550 Barretos";57919;61881;119800
