"Município";"Sim";"Não";"Total"
"353500 Palestina";2;1;3
"353510 Palmares Paulista";1;-;1
"353520 Palmeira d'Oeste";2;-;2
"353530 Palmital";7;3;10
"353540 Panorama";1;1;2
"353550 Paraguaçu Paulista";13;14;27
"353560 Paraibuna";2;-;2
"353570 Paraíso";1;-;1
"353580 Paranapanema";4;1;5
"353590 Paranapuã";1;-;1
"353600 Parapuã";1;-;1
"353610 Pardinho";1;-;1
"353620 Pariquera-Açu";7;-;7
"353625 Parisi";1;-;1
"353630 Patrocínio Paulista";3;-;3
"353640 Paulicéia";1;-;1
"353650 Paulínia";19;21;40
"353660 Paulo de Faria";1;-;1
"353670 Pederneiras";10;5;15
"353680 Pedra Bela";1;-;1
"353690 Pedranópolis";1;-;1
"353700 Pedregulho";3;-;3
"353710 Pedreira";11;10;21
"353715 Pedrinhas Paulista";1;-;1
"353720 Pedro de Toledo";2;-;2
"353730 Penápolis";12;12;24
"353740 Pereira Barreto";3;8;11
"353750 Pereiras";2;-;2
"353760 Peruíbe";4;9;13
"353770 Piacatu";2;-;2
"353780 Piedade";4;4;8
"353790 Pilar do Sul";4;-;4
"353800 Pindamonhangaba";16;33;49
"353810 Pindorama";1;-;1
"353820 Pinhalzinho";1;-;1
"353830 Piquerobi";1;-;1
"353850 Piquete";1;-;1
"353860 Piracaia";7;1;8
"353870 Piracicaba";45;120;165
"353880 Piraju";3;5;8
"353890 Pirajuí";10;3;13
"353900 Pirangi";2;-;2
"353910 Pirapora do Bom Jesus";1;-;1
"353920 Pirapozinho";5;2;7
"353930 Pirassununga";16;20;36
"353940 Piratininga";1;-;1
"353950 Pitangueiras";9;4;13
"353960 Planalto";1;-;1
"353970 Platina";1;-;1
"353980 Poá";8;5;13
"353990 Poloni";2;1;3
"354000 Pompéia";8;32;40
"354010 Pongaí";1;-;1
"354020 Pontal";8;10;18
"354025 Pontalinda";1;-;1
"354030 Pontes Gestal";1;-;1
"354040 Populina";2;-;2
"354050 Porangaba";2;-;2
"354060 Porto Feliz";5;5;10
"354070 Porto Ferreira";6;17;23
"354075 Potim";6;-;6
"354080 Potirendaba";1;2;3
"354085 Pracinha";3;-;3
"354090 Pradópolis";1;1;2
"354100 Praia Grande";27;42;69
"354105 Pratânia";1;-;1
"354110 Presidente Alves";1;-;1
"354120 Presidente Bernardes";3;3;6
"354130 Presidente Epitácio";4;5;9
"354140 Presidente Prudente";60;109;169
"354150 Presidente Venceslau";16;6;22
"354160 Promissão";5;6;11
"354170 Quatá";5;1;6
"354180 Queiroz";3;-;3
"354190 Queluz";5;-;5
"354200 Quintana";3;3;6
"354210 Rafard";2;1;3
"354220 Rancharia";9;-;9
"354230 Redenção da Serra";2;-;2
"354240 Regente Feijó";2;5;7
"354250 Reginópolis";2;-;2
"354260 Registro";8;5;13
"354270 Restinga";2;-;2
"354290 Ribeirão Bonito";-;2;2
"354300 Ribeirão Branco";1;-;1
"354310 Ribeirão Corrente";1;-;1
"354320 Ribeirão do Sul";1;-;1
"354323 Ribeirão dos Índios";1;-;1
"354325 Ribeirão Grande";1;-;1
"354330 Ribeirão Pires";29;22;51
"354340 Ribeirão Preto";171;254;425
"354360 Rifaina";2;-;2
"354370 Rincão";1;-;1
"354380 Rinópolis";2;-;2
"354390 Rio Claro";36;51;87
"354400 Rio das Pedras";3;3;6
"354410 Rio Grande da Serra";9;-;9
"354420 Riolândia";4;-;4
"354425 Rosana";4;3;7
"354430 Roseira";2;1;3
"354440 Rubiácea";1;-;1
"354450 Rubinéia";2;-;2
"354460 Sabino";1;-;1
"354480 Sales";2;-;2
"354490 Sales Oliveira";1;-;1
"354500 Salesópolis";2;-;2
"354510 Salmourão";1;-;1
"354515 Saltinho";1;-;1
"354520 Salto";14;21;35
"354530 Salto de Pirapora";10;3;13
"354540 Salto Grande";-;1;1
"354550 Sandovalina";1;-;1
"354560 Santa Adélia";3;-;3
"354570 Santa Albertina";1;-;1
"354580 Santa Bárbara d'Oeste";21;16;37
"354600 Santa Branca";2;4;6
"354610 Santa Clara d'Oeste";1;-;1
"354620 Santa Cruz da Conceição";1;-;1
"354625 Santa Cruz da Esperança";1;-;1
"354630 Santa Cruz das Palmeiras";4;7;11
"354640 Santa Cruz do Rio Pardo";8;6;14
"354650 Santa Ernestina";1;-;1
"354660 Santa Fé do Sul";12;8;20
"354670 Santa Gertrudes";5;2;7
"354680 Santa Isabel";9;2;11
"354690 Santa Lúcia";1;-;1
"354710 Santa Mercedes";1;-;1
"354750 Santa Rita do Passa Quatro";11;2;13
"354760 Santa Rosa de Viterbo";2;6;8
"354765 Santa Salete";2;-;2
"354730 Santana de Parnaíba";31;-;31
"354770 Santo Anastácio";2;4;6
"354780 Santo André";92;122;214
"354790 Santo Antônio da Alegria";3;-;3
"354800 Santo Antônio de Posse";3;1;4
"354810 Santo Antônio do Jardim";1;-;1
"354820 Santo Antônio do Pinhal";1;-;1
"354850 Santos";100;190;290
"354860 São Bento do Sapucaí";1;-;1
"354870 São Bernardo do Campo";111;209;320
"354880 São Caetano do Sul";53;68;121
"354890 São Carlos";31;36;67
"354900 São Francisco";2;-;2
"354910 São João da Boa Vista";26;53;79
"354920 São João das Duas Pontes";1;-;1
"354930 São João do Pau d'Alho";1;-;1
"354940 São Joaquim da Barra";4;23;27
"354950 São José da Bela Vista";1;1;2
"354960 São José do Barreiro";2;-;2
"354970 São José do Rio Pardo";13;25;38
"354980 São José do Rio Preto";130;109;239
"354990 São José dos Campos";72;333;405
"354995 São Lourenço da Serra";1;-;1
"355000 São Luís do Paraitinga";1;-;1
"355010 São Manuel";4;9;13
"355020 São Miguel Arcanjo";3;4;7
"355030 São Paulo";2284;2106;4390
"355040 São Pedro";4;7;11
"355060 São Roque";10;31;41
"355070 São Sebastião";25;4;29
"355080 São Sebastião da Grama";3;1;4
"355090 São Simão";4;1;5
"355100 São Vicente";36;22;58
"355130 Sebastianópolis do Sul";1;-;1
"355140 Serra Azul";6;-;6
"355160 Serra Negra";6;4;10
"355150 Serrana";8;1;9
"355170 Sertãozinho";10;42;52
"355190 Severínia";1;-;1
"355200 Silveiras";-;1;1
"355210 Socorro";5;4;9
"355220 Sorocaba";87;157;244
"355230 Sud Mennucci";3;-;3
"355240 Sumaré";36;14;50
"355255 Suzanápolis";2;1;3
"355250 Suzano";20;25;45
"355260 Tabapuã";2;1;3
"355270 Tabatinga";1;1;2
"355280 Taboão da Serra";29;9;38
"355290 Taciba";1;-;1
"355300 Taguaí";1;-;1
"355310 Taiaçu";1;1;2
"355320 Taiúva";2;-;2
"355330 Tambaú";4;11;15
"355340 Tanabi";2;-;2
"355350 Tapiraí";1;-;1
"355360 Tapiratiba";2;-;2
"355365 Taquaral";1;-;1
"355370 Taquaritinga";14;6;20
"355380 Taquarituba";5;-;5
"355390 Tarabai";2;-;2
"355395 Tarumã";3;1;4
"355400 Tatuí";18;31;49
"355410 Taubaté";51;100;151
"355420 Tejupá";1;-;1
"355430 Teodoro Sampaio";2;2;4
"355440 Terra Roxa";2;-;2
"355450 Tietê";1;7;8
"355460 Timburi";1;-;1
"355465 Torre de Pedra";1;-;1
"355470 Torrinha";-;1;1
"355475 Trabiju";1;-;1
"355480 Tremembé";16;2;18
"355490 Três Fronteiras";1;-;1
"355495 Tuiuti";1;-;1
"355500 Tupã";19;16;35
"355510 Tupi Paulista";5;3;8
"355520 Turiúba";2;-;2
"355530 Turmalina";1;-;1
"355535 Ubarana";1;-;1
"355540 Ubatuba";7;5;12
"355550 Ubirajara";2;-;2
"355560 Uchoa";2;2;4
"355580 Urânia";1;-;1
"355600 Urupês";3;4;7
"355610 Valentim Gentil";2;1;3
"355620 Valinhos";17;24;41
"355630 Valparaíso";7;4;11
"355635 Vargem";1;-;1
"355640 Vargem Grande do Sul";3;14;17
"355645 Vargem Grande Paulista";6;9;15
"355650 Várzea Paulista";10;-;10
"355660 Vera Cruz";-;2;2
"355670 Vinhedo";23;27;50
"355680 Viradouro";3;2;5
"355700 Votorantim";8;10;18
"355710 Votuporanga";13;41;54
"Total";7947;8239;16186
&
"Município";"Sim";"Não";"Total"
"350010 Adamantina";12;15;27
"350020 Adolfo";2;-;2
"350030 Aguaí";5;8;13
"350040 Águas da Prata";1;-;1
"350050 Águas de Lindóia";4;2;6
"350055 Águas de Santa Bárbara";1;1;2
"350060 Águas de São Pedro";1;-;1
"350070 Agudos";10;-;10
"350075 Alambari";2;-;2
"350080 Alfredo Marcondes";1;-;1
"350090 Altair";1;-;1
"350100 Altinópolis";9;1;10
"350110 Alto Alegre";1;-;1
"350115 Alumínio";2;1;3
"350120 Álvares Florence";2;-;2
"350130 Álvares Machado";9;-;9
"350140 Álvaro de Carvalho";3;-;3
"350150 Alvinlândia";1;-;1
"350160 Americana";32;132;164
"350170 Américo Brasiliense";12;2;14
"350180 Américo de Campos";1;1;2
"350190 Amparo";23;17;40
"350210 Andradina";17;30;47
"350220 Angatuba";2;2;4
"350230 Anhembi";1;-;1
"350240 Anhumas";1;-;1
"350250 Aparecida";3;2;5
"350260 Aparecida d'Oeste";3;-;3
"350270 Apiaí";4;-;4
"350275 Araçariguama";4;1;5
"350280 Araçatuba";50;76;126
"350290 Araçoiaba da Serra";6;9;15
"350300 Aramina";1;-;1
"350310 Arandu";2;-;2
"350315 Arapeí";1;-;1
"350320 Araraquara";56;69;125
"350330 Araras";15;36;51
"350335 Arco-Íris";1;-;1
"350340 Arealva";2;-;2
"350350 Areias";1;-;1
"350370 Ariranha";7;-;7
"350380 Artur Nogueira";6;5;11
"350390 Arujá";3;13;16
"350395 Aspásia";1;-;1
"350400 Assis";27;50;77
"350410 Atibaia";18;71;89
"350420 Auriflama";1;2;3
"350430 Avaí";1;-;1
"350440 Avanhandava";3;-;3
"350450 Avaré";20;22;42
"350460 Bady Bassitt";3;-;3
"350470 Balbinos";1;-;1
"350480 Bálsamo";3;-;3
"350490 Bananal";2;-;2
"350500 Barão de Antonina";1;-;1
"350520 Bariri";2;3;5
"350530 Barra Bonita";4;9;13
"350535 Barra do Chapéu";1;-;1
"350540 Barra do Turvo";1;-;1
"350550 Barretos";39;16;55
"350560 Barrinha";6;1;7
"350570 Barueri";52;27;79
"350580 Bastos";2;1;3
"350590 Batatais";16;20;36
"350600 Bauru";101;78;179
"350610 Bebedouro";21;23;44
"350630 Bernardino de Campos";2;1;3
"350635 Bertioga";10;3;13
"350640 Bilac";1;-;1
"350650 Birigui";15;17;32
"350660 Biritiba-Mirim";5;2;7
"350670 Boa Esperança do Sul";4;1;5
"350680 Bocaina";2;2;4
"350690 Bofete";2;-;2
"350700 Boituva";8;5;13
"350710 Bom Jesus dos Perdões";3;-;3
"350715 Bom Sucesso de Itararé";1;-;1
"350720 Borá";1;-;1
"350730 Boracéia";2;-;2
"350740 Borborema";5;1;6
"350745 Borebi";1;-;1
"350750 Botucatu";71;64;135
"350760 Bragança Paulista";28;34;62
"350775 Brejo Alegre";1;-;1
"350780 Brodowski";8;2;10
"350790 Brotas";3;4;7
"350800 Buri";3;-;3
"350810 Buritama";4;1;5
"350820 Buritizal";1;-;1
"350830 Cabrália Paulista";1;-;1
"350840 Cabreúva";7;3;10
"350850 Caçapava";11;33;44
"350860 Cachoeira Paulista";8;4;12
"350870 Caconde";4;-;4
"350880 Cafelândia";4;5;9
"350890 Caiabu";1;-;1
"350900 Caieiras";16;9;25
"350910 Caiuá";4;-;4
"350920 Cajamar";13;2;15
"350925 Cajati";4;1;5
"350930 Cajobi";2;1;3
"350940 Cajuru";4;2;6
"350950 Campinas";262;302;564
"350960 Campo Limpo Paulista";19;2;21
"350970 Campos do Jordão";9;5;14
"350980 Campos Novos Paulista";1;-;1
"350990 Cananéia";1;-;1
"350995 Canas";1;-;1
"351000 Cândido Mota";9;8;17
"351010 Cândido Rodrigues";1;-;1
"351015 Canitar";1;-;1
"351020 Capão Bonito";8;2;10
"351030 Capela do Alto";4;2;6
"351040 Capivari";16;18;34
"351050 Caraguatatuba";12;15;27
"351060 Carapicuíba";35;9;44
"351070 Cardoso";2;-;2
"351080 Casa Branca";24;6;30
"351090 Cássia dos Coqueiros";2;-;2
"351100 Castilho";2;-;2
"351110 Catanduva";32;32;64
"351120 Catiguá";1;-;1
"351130 Cedral";1;1;2
"351140 Cerqueira César";7;9;16
"351150 Cerquilho";4;19;23
"351160 Cesário Lange";4;1;5
"351170 Charqueada";1;1;2
"355720 Chavantes";1;-;1
"351190 Clementina";2;-;2
"351200 Colina";2;1;3
"351210 Colômbia";2;-;2
"351220 Conchal";8;1;9
"351230 Conchas";1;-;1
"351240 Cordeirópolis";8;3;11
"351250 Coroados";1;-;1
"351260 Coronel Macedo";1;-;1
"351270 Corumbataí";1;-;1
"351280 Cosmópolis";8;10;18
"351290 Cosmorama";1;-;1
"351300 Cotia";29;13;42
"351310 Cravinhos";3;3;6
"351320 Cristais Paulista";2;-;2
"351330 Cruzália";1;-;1
"351340 Cruzeiro";12;37;49
"351350 Cubatão";23;23;46
"351360 Cunha";4;2;6
"351370 Descalvado";7;21;28
"351380 Diadema";51;15;66
"351385 Dirce Reis";2;-;2
"351390 Divinolândia";6;2;8
"351410 Dois Córregos";3;3;6
"351420 Dolcinópolis";1;-;1
"351430 Dourado";1;-;1
"351440 Dracena";16;22;38
"351450 Duartina";3;2;5
"351460 Dumont";1;-;1
"351470 Echaporã";1;-;1
"351480 Eldorado";1;-;1
"351490 Elias Fausto";1;-;1
"351492 Elisiário";1;-;1
"351495 Embaúba";1;-;1
"351500 Embu das Artes";21;9;30
"351510 Embu-Guaçu";6;2;8
"351512 Emilianópolis";1;-;1
"351515 Engenheiro Coelho";1;6;7
"351518 Espírito Santo do Pinhal";14;8;22
"351519 Espírito Santo do Turvo";2;-;2
"355730 Estiva Gerbi";4;1;5
"351520 Estrela d'Oeste";3;1;4
"351530 Estrela do Norte";1;-;1
"351535 Euclides da Cunha Paulista";1;-;1
"351540 Fartura";6;-;6
"351560 Fernando Prestes";1;-;1
"351550 Fernandópolis";17;52;69
"351565 Fernão";1;-;1
"351570 Ferraz de Vasconcelos";27;3;30
"351590 Floreal";2;-;2
"351600 Flórida Paulista";2;1;3
"351610 Florínia";1;-;1
"351620 Franca";55;102;157
"351630 Francisco Morato";14;1;15
"351640 Franco da Rocha";67;4;71
"351650 Gabriel Monteiro";1;-;1
"351660 Gália";2;-;2
"351670 Garça";15;2;17
"351680 Gastão Vidigal";1;-;1
"351685 Gavião Peixoto";2;-;2
"351690 General Salgado";2;2;4
"351700 Getulina";2;-;2
"351710 Glicério";1;-;1
"351720 Guaiçara";1;-;1
"351730 Guaimbê";1;-;1
"351740 Guaíra";6;5;11
"351750 Guapiaçu";3;-;3
"351760 Guapiara";1;-;1
"351770 Guará";4;6;10
"351780 Guaraçaí";1;-;1
"351790 Guaraci";2;-;2
"351800 Guarani d'Oeste";2;-;2
"351810 Guarantã";2;-;2
"351820 Guararapes";4;5;9
"351830 Guararema";4;1;5
"351840 Guaratinguetá";16;36;52
"351850 Guareí";4;-;4
"351860 Guariba";15;2;17
"351870 Guarujá";45;19;64
"351880 Guarulhos";145;113;258
"351885 Guatapará";1;-;1
"351890 Guzolândia";2;-;2
"351900 Herculândia";3;-;3
"351905 Holambra";1;1;2
"351907 Hortolândia";31;7;38
"351910 Iacanga";3;1;4
"351920 Iacri";2;-;2
"351925 Iaras";9;-;9
"351930 Ibaté";2;2;4
"351940 Ibirá";2;-;2
"351950 Ibirarema";1;-;1
"351960 Ibitinga";4;5;9
"351970 Ibiúna";7;5;12
"351980 Icém";3;-;3
"351990 Iepê";1;-;1
"352000 Igaraçu do Tietê";2;5;7
"352010 Igarapava";7;7;14
"352020 Igaratá";3;-;3
"352030 Iguape";2;1;3
"352042 Ilha Comprida";1;-;1
"352044 Ilha Solteira";7;10;17
"352040 Ilhabela";6;2;8
"352050 Indaiatuba";35;38;73
"352060 Indiana";1;-;1
"352070 Indiaporã";2;-;2
"352080 Inúbia Paulista";1;-;1
"352090 Ipaussu";3;-;3
"352100 Iperó";8;2;10
"352110 Ipeúna";2;-;2
"352115 Ipiguá";1;-;1
"352120 Iporanga";1;-;1
"352130 Ipuã";7;-;7
"352140 Iracemápolis";4;-;4
"352150 Irapuã";1;-;1
"352160 Irapuru";9;-;9
"352170 Itaberá";2;-;2
"352180 Itaí";4;-;4
"352190 Itajobi";2;-;2
"352200 Itaju";1;-;1
"352210 Itanhaém";22;4;26
"352220 Itapecerica da Serra";16;13;29
"352230 Itapetininga";45;21;66
"352240 Itapeva";10;18;28
"352250 Itapevi";15;8;23
"352260 Itapira";19;21;40
"352270 Itápolis";14;2;16
"352280 Itaporanga";2;-;2
"352290 Itapuí";2;-;2
"352300 Itapura";1;-;1
"352310 Itaquaquecetuba";16;-;16
"352320 Itararé";4;3;7
"352330 Itariri";2;-;2
"352340 Itatiba";20;15;35
"352350 Itatinga";1;2;3
"352360 Itirapina";7;-;7
"352370 Itirapuã";2;-;2
"352380 Itobi";1;-;1
"352390 Itu";23;41;64
"352400 Itupeva";14;3;17
"352410 Ituverava";12;8;20
"352430 Jaboticabal";20;8;28
"352440 Jacareí";46;54;100
"352450 Jaci";9;1;10
"352460 Jacupiranga";1;2;3
"352470 Jaguariúna";13;12;25
"352480 Jales";12;24;36
"352500 Jandira";6;6;12
"352510 Jardinópolis";8;1;9
"352520 Jarinu";4;3;7
"352530 Jaú";30;32;62
"352540 Jeriquara";1;-;1
"352550 Joanópolis";2;1;3
"352560 João Ramalho";1;-;1
"352570 José Bonifácio";4;2;6
"352580 Júlio Mesquita";1;1;2
"352590 Jundiaí";80;197;277
"352600 Junqueirópolis";6;1;7
"352610 Juquiá";3;1;4
"352620 Juquitiba";5;-;5
"352630 Lagoinha";1;-;1
"352640 Laranjal Paulista";4;5;9
"352650 Lavínia";5;-;5
"352660 Lavrinhas";1;-;1
"352670 Leme";15;12;27
"352680 Lençóis Paulista";10;9;19
"352690 Limeira";50;42;92
"352700 Lindóia";2;-;2
"352710 Lins";20;39;59
"352720 Lorena";11;18;29
"352725 Lourdes";1;-;1
"352730 Louveira";11;5;16
"352740 Lucélia";8;2;10
"352760 Luís Antônio";4;-;4
"352770 Luiziânia";1;-;1
"352790 Lutécia";2;-;2
"352800 Macatuba";5;1;6
"352810 Macaubal";2;-;2
"352820 Macedônia";1;-;1
"352830 Magda";1;-;1
"352840 Mairinque";5;1;6
"352850 Mairiporã";11;9;20
"352860 Manduri";1;-;1
"352870 Marabá Paulista";3;-;3
"352880 Maracaí";7;1;8
"352885 Marapoama";1;-;1
"352890 Mariápolis";1;-;1
"352900 Marília";94;65;159
"352910 Marinópolis";1;-;1
"352920 Martinópolis";16;2;18
"352930 Matão";24;16;40
"352940 Mauá";63;19;82
"352950 Mendonça";1;-;1
"352960 Meridiano";1;-;1
"352965 Mesópolis";1;-;1
"352970 Miguelópolis";8;-;8
"352980 Mineiros do Tietê";2;-;2
"353000 Mira Estrela";3;-;3
"352990 Miracatu";2;-;2
"353010 Mirandópolis";6;3;9
"353020 Mirante do Paranapanema";3;1;4
"353030 Mirassol";17;15;32
"353050 Mococa";17;37;54
"353060 Mogi das Cruzes";40;33;73
"353070 Mogi Guaçu";14;17;31
"353080 Mogi Mirim";25;12;37
"353090 Mombuca";1;-;1
"353100 Monções";2;-;2
"353110 Mongaguá";6;3;9
"353120 Monte Alegre do Sul";2;2;4
"353130 Monte Alto";12;33;45
"353140 Monte Aprazível";2;2;4
"353150 Monte Azul Paulista";1;5;6
"353160 Monte Castelo";1;-;1
"353180 Monte Mor";6;-;6
"353170 Monteiro Lobato";1;-;1
"353190 Morro Agudo";11;5;16
"353200 Morungaba";5;-;5
"353210 Murutinga do Sul";1;1;2
"353215 Nantes";1;-;1
"353220 Narandiba";1;-;1
"353230 Natividade da Serra";1;-;1
"353240 Nazaré Paulista";2;2;4
"353250 Neves Paulista";1;-;1
"353260 Nhandeara";4;2;6
"353270 Nipoã";1;-;1
"353280 Nova Aliança";1;-;1
"353284 Nova Canaã Paulista";2;-;2
"353286 Nova Castilho";1;-;1
"353290 Nova Europa";1;-;1
"353300 Nova Granada";3;2;5
"353310 Nova Guataporanga";1;-;1
"353320 Nova Independência";1;-;1
"353340 Nova Odessa";4;7;11
"353325 Novais";1;-;1
"353350 Novo Horizonte";7;7;14
"353360 Nuporanga";3;1;4
"353370 Ocauçu";1;-;1
"353380 Óleo";1;-;1
"353390 Olímpia";9;10;19
"353400 Onda Verde";3;-;3
"353410 Oriente";1;2;3
"353420 Orindiúva";5;-;5
"353430 Orlândia";7;14;21
"353440 Osasco";59;137;196
"353450 Oscar Bressane";2;-;2
"353460 Osvaldo Cruz";10;3;13
"353470 Ourinhos";31;42;73
"353475 Ouroeste";4;3;7
"353490 Pacaembu";7;1;8
"353500 Palestina";2;1;3
"353510 Palmares Paulista";1;-;1
"353520 Palmeira d'Oeste";2;-;2
"353530 Palmital";7;1;8
"353540 Panorama";1;1;2
"353550 Paraguaçu Paulista";12;12;24
"353560 Paraibuna";3;-;3
"353570 Paraíso";1;-;1
"353580 Paranapanema";3;1;4
"353590 Paranapuã";1;-;1
"353600 Parapuã";1;-;1
"353610 Pardinho";1;-;1
"353620 Pariquera-Açu";8;-;8
"353625 Parisi";1;-;1
"353630 Patrocínio Paulista";3;-;3
"353640 Paulicéia";1;-;1
"353650 Paulínia";15;21;36
"353660 Paulo de Faria";1;-;1
"353670 Pederneiras";10;5;15
"353680 Pedra Bela";1;-;1
"353690 Pedranópolis";1;-;1
"353700 Pedregulho";2;-;2
"353710 Pedreira";11;10;21
"353715 Pedrinhas Paulista";1;-;1
"353720 Pedro de Toledo";2;-;2
"353730 Penápolis";10;11;21
"353740 Pereira Barreto";3;7;10
"353750 Pereiras";2;-;2
"353760 Peruíbe";3;9;12
"353770 Piacatu";3;-;3
"353780 Piedade";4;4;8
"353790 Pilar do Sul";4;-;4
"353800 Pindamonhangaba";13;31;44
"353810 Pindorama";1;-;1
"353820 Pinhalzinho";1;-;1
"353830 Piquerobi";1;-;1
"353850 Piquete";1;-;1
"353860 Piracaia";7;1;8
"353870 Piracicaba";45;113;158
"353880 Piraju";3;4;7
"353890 Pirajuí";8;3;11
"353900 Pirangi";2;-;2
"353910 Pirapora do Bom Jesus";1;-;1
"353920 Pirapozinho";4;2;6
"353930 Pirassununga";16;20;36
"353940 Piratininga";1;-;1
"353950 Pitangueiras";8;4;12
"353960 Planalto";1;-;1
"353970 Platina";1;-;1
"353980 Poá";8;6;14
"353990 Poloni";2;-;2
"354000 Pompéia";7;30;37
"354010 Pongaí";1;-;1
"354020 Pontal";10;9;19
"354025 Pontalinda";1;-;1
"354030 Pontes Gestal";1;-;1
"354040 Populina";2;-;2
"354050 Porangaba";2;-;2
"354060 Porto Feliz";6;4;10
"354070 Porto Ferreira";5;17;22
"354075 Potim";6;-;6
"354080 Potirendaba";1;1;2
"354085 Pracinha";3;-;3
"354090 Pradópolis";1;1;2
"354100 Praia Grande";27;38;65
"354105 Pratânia";1;-;1
"354110 Presidente Alves";1;-;1
"354120 Presidente Bernardes";3;3;6
"354130 Presidente Epitácio";5;4;9
"354140 Presidente Prudente";56;104;160
"354150 Presidente Venceslau";17;3;20
"354160 Promissão";5;6;11
"354170 Quatá";5;1;6
"354180 Queiroz";3;-;3
"354190 Queluz";4;-;4
"354200 Quintana";2;1;3
"354210 Rafard";2;1;3
"354220 Rancharia";9;-;9
"354230 Redenção da Serra";2;-;2
"354240 Regente Feijó";4;3;7
"354250 Reginópolis";2;-;2
"354260 Registro";9;4;13
"354270 Restinga";2;-;2
"354290 Ribeirão Bonito";-;2;2
"354300 Ribeirão Branco";1;-;1
"354310 Ribeirão Corrente";1;-;1
"354320 Ribeirão do Sul";1;-;1
"354323 Ribeirão dos Índios";1;-;1
"354325 Ribeirão Grande";1;-;1
"354330 Ribeirão Pires";29;23;52
"354340 Ribeirão Preto";166;240;406
"354360 Rifaina";2;-;2
"354370 Rincão";1;-;1
"354380 Rinópolis";2;-;2
"354390 Rio Claro";36;50;86
"354400 Rio das Pedras";3;3;6
"354410 Rio Grande da Serra";9;-;9
"354420 Riolândia";4;-;4
"354350 Riversul";1;-;1
"354425 Rosana";4;3;7
"354430 Roseira";1;1;2
"354440 Rubiácea";1;-;1
"354450 Rubinéia";2;-;2
"354460 Sabino";1;-;1
"354480 Sales";1;1;2
"354490 Sales Oliveira";1;-;1
"354500 Salesópolis";2;-;2
"354510 Salmourão";1;-;1
"354515 Saltinho";1;-;1
"354520 Salto";13;22;35
"354530 Salto de Pirapora";10;3;13
"354540 Salto Grande";-;1;1
"354550 Sandovalina";1;-;1
"354560 Santa Adélia";3;-;3
"354570 Santa Albertina";1;-;1
"354580 Santa Bárbara d'Oeste";20;14;34
"354600 Santa Branca";2;4;6
"354610 Santa Clara d'Oeste";1;-;1
"354625 Santa Cruz da Esperança";1;-;1
"354630 Santa Cruz das Palmeiras";4;7;11
"354640 Santa Cruz do Rio Pardo";8;4;12
"354650 Santa Ernestina";1;-;1
"354660 Santa Fé do Sul";11;8;19
"354670 Santa Gertrudes";5;2;7
"354680 Santa Isabel";9;2;11
"354690 Santa Lúcia";1;-;1
"354710 Santa Mercedes";1;-;1
"354750 Santa Rita do Passa Quatro";11;2;13
"354760 Santa Rosa de Viterbo";2;4;6
"354765 Santa Salete";2;-;2
"354730 Santana de Parnaíba";32;-;32
"354770 Santo Anastácio";2;4;6
"354780 Santo André";93;110;203
"354790 Santo Antônio da Alegria";1;-;1
"354800 Santo Antônio de Posse";3;1;4
"354810 Santo Antônio do Jardim";1;-;1
"354820 Santo Antônio do Pinhal";1;-;1
"354850 Santos";97;190;287
"354860 São Bento do Sapucaí";1;-;1
"354870 São Bernardo do Campo";113;203;316
"354880 São Caetano do Sul";51;65;116
"354890 São Carlos";31;32;63
"354900 São Francisco";2;-;2
"354910 São João da Boa Vista";26;56;82
