"Município";"Federal";"Estadual";"Municipal";"Privada";"Total"
"355710 Votuporanga";-;4;19;196;219
"355715 Zacarias";-;-;2;-;2
"Total";9;457;7351;43722;51539
&
"Município";"Federal";"Estadual";"Municipal";"Privada";"Total"
"350010 Adamantina";-;1;8;81;90
"350020 Adolfo";-;-;2;2;4
"350030 Aguaí";-;-;12;28;40
"350040 Águas da Prata";-;-;3;3;6
"350050 Águas de Lindóia";-;-;8;19;27
"350055 Águas de Santa Bárbara";-;-;2;4;6
"350060 Águas de São Pedro";-;-;3;-;3
"350070 Agudos";-;-;8;19;27
"350075 Alambari";-;-;8;1;9
"350080 Alfredo Marcondes";-;-;1;-;1
"350090 Altair";-;-;3;2;5
"350100 Altinópolis";-;-;13;19;32
"350110 Alto Alegre";-;-;4;1;5
"350115 Alumínio";-;-;7;1;8
"350120 Álvares Florence";-;-;2;-;2
"350130 Álvares Machado";-;-;7;8;15
"350140 Álvaro de Carvalho";-;1;1;-;2
"350150 Alvinlândia";-;-;1;-;1
"350160 Americana";-;1;31;429;461
"350170 Américo Brasiliense";-;2;2;10;14
"350180 Américo de Campos";-;-;1;2;3
"350190 Amparo";-;-;24;170;194
"350200 Analândia";-;-;1;2;3
"350210 Andradina";-;2;9;71;82
"350220 Angatuba";-;-;10;7;17
"350230 Anhembi";-;-;2;1;3
"350240 Anhumas";-;-;2;-;2
"350250 Aparecida";-;-;14;14;28
"350260 Aparecida d'Oeste";-;-;1;2;3
"350270 Apiaí";-;-;16;20;36
"350275 Araçariguama";-;-;1;5;6
"350280 Araçatuba";-;10;55;351;416
"350290 Araçoiaba da Serra";-;-;7;2;9
"350300 Aramina";-;-;3;1;4
"350310 Arandu";-;-;4;1;5
"350315 Arapeí";-;-;2;1;3
"350320 Araraquara";-;10;62;416;488
"350330 Araras";-;-;30;253;283
"350335 Arco-Íris";-;-;1;-;1
"350340 Arealva";-;-;4;2;6
"350350 Areias";-;-;1;-;1
"350360 Areiópolis";-;-;6;12;18
"350370 Ariranha";-;-;3;2;5
"350380 Artur Nogueira";-;-;14;28;42
"350390 Arujá";-;-;9;23;32
"350395 Aspásia";-;-;1;-;1
"350400 Assis";-;3;28;190;221
"350410 Atibaia";-;-;24;201;225
"350420 Auriflama";-;-;3;10;13
"350430 Avaí";-;-;1;-;1
"350440 Avanhandava";-;1;8;4;13
"350450 Avaré";-;7;16;120;143
"350460 Bady Bassitt";-;-;4;3;7
"350470 Balbinos";-;2;1;-;3
"350480 Bálsamo";-;-;2;-;2
"350490 Bananal";-;-;6;1;7
"350500 Barão de Antonina";-;-;4;-;4
"350510 Barbosa";-;-;1;-;1
"350520 Bariri";-;-;7;30;37
"350530 Barra Bonita";-;-;5;46;51
"350535 Barra do Chapéu";-;-;2;-;2
"350540 Barra do Turvo";-;-;4;-;4
"350550 Barretos";-;3;26;152;181
"350560 Barrinha";-;-;6;6;12
"350570 Barueri";-;-;26;129;155
"350580 Bastos";-;-;10;11;21
"350590 Batatais";-;1;17;154;172
"350600 Bauru";-;16;66;432;514
"350610 Bebedouro";-;-;26;124;150
"350620 Bento de Abreu";-;-;3;-;3
"350630 Bernardino de Campos";-;-;4;5;9
"350635 Bertioga";-;-;10;12;22
"350640 Bilac";-;-;1;4;5
"350650 Birigui";-;1;17;80;98
"350660 Biritiba-Mirim";-;-;9;7;16
"350670 Boa Esperança do Sul";-;-;6;6;12
"350680 Bocaina";-;-;3;4;7
"350690 Bofete";-;-;1;-;1
"350700 Boituva";-;-;12;48;60
"350710 Bom Jesus dos Perdões";-;-;3;12;15
"350715 Bom Sucesso de Itararé";-;-;3;-;3
"350720 Borá";-;-;1;-;1
"350730 Boracéia";-;-;1;1;2
"350740 Borborema";-;-;7;12;19
"350745 Borebi";-;-;1;1;2
"350750 Botucatu";-;15;20;384;419
"350760 Bragança Paulista";-;2;43;181;226
"350770 Braúna";-;-;3;-;3
"350775 Brejo Alegre";-;-;2;-;2
"350780 Brodowski";-;-;7;11;18
"350790 Brotas";-;-;7;22;29
"350800 Buri";-;-;10;4;14
"350810 Buritama";-;-;7;4;11
"350820 Buritizal";-;-;2;1;3
"350830 Cabrália Paulista";-;-;1;-;1
"350840 Cabreúva";-;-;8;7;15
"350850 Caçapava";-;-;23;188;211
"350860 Cachoeira Paulista";-;-;17;27;44
"350870 Caconde";-;-;3;20;23
"350880 Cafelândia";-;-;4;27;31
"350890 Caiabu";-;-;2;-;2
"350900 Caieiras";-;-;18;23;41
"350910 Caiuá";-;-;4;-;4
"350920 Cajamar";-;-;14;21;35
"350925 Cajati";-;-;7;19;26
"350930 Cajobi";-;-;3;6;9
"350940 Cajuru";-;-;19;26;45
"350945 Campina do Monte Alegre";-;-;2;-;2
"350950 Campinas";-;9;105;1619;1733
"350960 Campo Limpo Paulista";-;-;14;23;37
"350970 Campos do Jordão";-;-;15;26;41
"350980 Campos Novos Paulista";-;-;1;-;1
"350990 Cananéia";-;-;5;-;5
"350995 Canas";-;-;1;-;1
"351000 Cândido Mota";-;-;9;43;52
"351010 Cândido Rodrigues";-;-;1;1;2
"351015 Canitar";-;-;1;-;1
"351020 Capão Bonito";-;-;18;22;40
"351030 Capela do Alto";-;-;5;1;6
"351040 Capivari";-;-;13;119;132
"351050 Caraguatatuba";-;2;32;80;114
"351060 Carapicuíba";-;2;22;36;60
"351070 Cardoso";-;-;6;8;14
"351080 Casa Branca";-;4;11;43;58
"351090 Cássia dos Coqueiros";-;-;3;-;3
"351100 Castilho";-;-;1;5;6
"351110 Catanduva";-;-;36;255;291
"351120 Catiguá";-;-;2;-;2
"351130 Cedral";-;-;4;5;9
"351140 Cerqueira César";-;-;6;7;13
"351150 Cerquilho";-;-;13;114;127
"351160 Cesário Lange";-;-;4;8;12
"351170 Charqueada";-;-;6;10;16
"355720 Chavantes";-;-;4;11;15
"351190 Clementina";-;-;1;3;4
"351200 Colina";-;-;9;34;43
"351210 Colômbia";-;-;5;3;8
"351220 Conchal";-;-;10;29;39
"351230 Conchas";-;-;12;30;42
"351240 Cordeirópolis";-;-;8;7;15
"351250 Coroados";-;-;2;-;2
"351260 Coronel Macedo";-;-;3;-;3
"351270 Corumbataí";-;-;1;-;1
"351280 Cosmópolis";-;-;20;41;61
"351290 Cosmorama";-;-;4;1;5
"351300 Cotia";-;1;37;45;83
"351310 Cravinhos";-;-;7;18;25
"351320 Cristais Paulista";-;-;5;5;10
"351330 Cruzália";-;-;3;1;4
"351340 Cruzeiro";-;-;30;193;223
"351350 Cubatão";-;-;29;115;144
"351360 Cunha";-;-;5;2;7
"351370 Descalvado";-;-;14;50;64
"351380 Diadema";-;2;33;90;125
"351385 Dirce Reis";-;-;2;-;2
"351390 Divinolândia";-;-;5;15;20
"351400 Dobrada";-;-;1;2;3
"351410 Dois Córregos";-;-;7;26;33
"351420 Dolcinópolis";-;-;2;-;2
"351430 Dourado";-;-;4;7;11
"351440 Dracena";-;1;9;118;128
"351450 Duartina";-;-;4;13;17
"351460 Dumont";-;-;1;-;1
"351470 Echaporã";-;-;3;-;3
"351480 Eldorado";-;-;6;1;7
"351490 Elias Fausto";-;-;3;1;4
"351492 Elisiário";-;-;1;-;1
"351495 Embaúba";-;-;1;-;1
"351500 Embu das Artes";-;-;22;12;34
"351510 Embu-Guaçu";-;-;9;4;13
"351512 Emilianópolis";-;-;1;-;1
"351515 Engenheiro Coelho";-;-;6;5;11
"351518 Espírito Santo do Pinhal";-;-;11;110;121
"351519 Espírito Santo do Turvo";-;-;3;-;3
"355730 Estiva Gerbi";-;-;3;3;6
"351520 Estrela d'Oeste";-;-;1;16;17
"351530 Estrela do Norte";-;-;1;-;1
"351535 Euclides da Cunha Paulista";-;-;4;1;5
"351540 Fartura";-;-;4;23;27
"351560 Fernando Prestes";-;-;3;4;7
"351550 Fernandópolis";-;2;26;208;236
"351565 Fernão";-;-;1;-;1
"351570 Ferraz de Vasconcelos";-;1;19;9;29
"351580 Flora Rica";-;-;1;-;1
"351590 Floreal";-;-;1;-;1
"351600 Flórida Paulista";-;1;4;4;9
"351610 Florínia";-;-;2;-;2
"351620 Franca";-;6;45;433;484
"351630 Francisco Morato";-;1;22;18;41
"351640 Franco da Rocha";-;13;23;24;60
"351650 Gabriel Monteiro";-;-;1;-;1
"351660 Gália";-;-;2;4;6
"351670 Garça";-;-;14;33;47
"351680 Gastão Vidigal";-;-;1;-;1
"351685 Gavião Peixoto";-;-;4;-;4
"351690 General Salgado";-;-;4;10;14
"351700 Getulina";-;1;2;12;15
"351710 Glicério";-;-;4;-;4
"351720 Guaiçara";-;-;5;6;11
"351730 Guaimbê";-;-;2;1;3
"351740 Guaíra";-;-;17;39;56
"351750 Guapiaçu";-;-;6;8;14
"351760 Guapiara";-;-;9;1;10
"351770 Guará";-;-;11;15;26
"351780 Guaraçaí";-;-;1;11;12
"351790 Guaraci";-;-;5;4;9
"351800 Guarani d'Oeste";-;-;1;-;1
"351810 Guarantã";-;-;1;1;2
"351820 Guararapes";-;-;5;24;29
"351830 Guararema";-;1;4;5;10
"351840 Guaratinguetá";-;1;23;148;172
"351850 Guareí";-;1;5;-;6
"351860 Guariba";-;-;9;15;24
"351870 Guarujá";-;-;40;174;214
"351880 Guarulhos";1;3;104;419;527
"351885 Guatapará";-;-;2;-;2
"351890 Guzolândia";-;-;2;-;2
"351900 Herculândia";-;-;4;2;6
"351905 Holambra";-;-;4;6;10
"351907 Hortolândia";-;4;32;37;73
"351910 Iacanga";-;-;2;6;8
"351920 Iacri";-;-;2;4;6
"351925 Iaras";-;1;4;-;5
"351930 Ibaté";-;-;9;13;22
"351940 Ibirá";-;-;3;5;8
"351950 Ibirarema";-;-;2;-;2
"351960 Ibitinga";-;-;11;90;101
"351970 Ibiúna";-;-;21;17;38
"351980 Icém";-;-;5;5;10
"351990 Iepê";-;-;5;3;8
"352000 Igaraçu do Tietê";-;-;4;4;8
"352010 Igarapava";-;-;7;31;38
"352020 Igaratá";-;-;5;-;5
"352030 Iguape";-;-;7;8;15
"352042 Ilha Comprida";-;-;5;1;6
"352044 Ilha Solteira";-;-;12;50;62
"352040 Ilhabela";-;-;10;5;15
"352050 Indaiatuba";-;1;29;241;271
"352060 Indiana";-;-;3;2;5
"352070 Indiaporã";-;-;2;2;4
"352080 Inúbia Paulista";-;-;1;-;1
"352090 Ipaussu";-;-;2;8;10
"352100 Iperó";-;1;6;1;8
"352110 Ipeúna";-;-;2;1;3
"352115 Ipiguá";-;-;3;-;3
"352120 Iporanga";-;-;2;-;2
"352130 Ipuã";-;-;9;18;27
"352140 Iracemápolis";-;-;13;5;18
"352150 Irapuã";-;-;2;-;2
"352160 Irapuru";-;-;4;1;5
"352170 Itaberá";-;-;11;3;14
"352180 Itaí";-;1;6;20;27
"352190 Itajobi";-;-;5;6;11
"352200 Itaju";-;-;1;-;1
"352210 Itanhaém";-;-;24;25;49
"352215 Itaóca";-;-;2;-;2
"352220 Itapecerica da Serra";-;3;16;20;39
"352230 Itapetininga";-;9;37;176;222
"352240 Itapeva";-;2;31;92;125
"352250 Itapevi";-;1;22;30;53
"352260 Itapira";-;-;21;118;139
"352265 Itapirapuã Paulista";-;-;5;-;5
"352270 Itápolis";-;-;9;66;75
"352280 Itaporanga";-;-;4;3;7
"352290 Itapuí";-;-;4;3;7
"352300 Itapura";-;-;1;-;1
"352310 Itaquaquecetuba";-;1;24;15;40
"352320 Itararé";-;-;18;47;65
"352330 Itariri";-;-;4;1;5
"352340 Itatiba";-;-;24;70;94
"352350 Itatinga";-;-;2;12;14
"352360 Itirapina";-;2;7;18;27
"352370 Itirapuã";-;-;3;-;3
"352380 Itobi";-;-;1;1;2
"352390 Itu";-;2;42;151;195
"352400 Itupeva";-;-;23;30;53
"352410 Ituverava";-;-;15;107;122
"352420 Jaborandi";-;-;2;3;5
"352430 Jaboticabal";-;-;15;85;100
"352440 Jacareí";-;-;29;301;330
"352450 Jaci";-;-;2;6;8
"352460 Jacupiranga";-;-;6;6;12
"352470 Jaguariúna";-;-;14;39;53
"352480 Jales";-;5;11;130;146
"352490 Jambeiro";-;-;2;-;2
"352500 Jandira";-;-;18;11;29
"352510 Jardinópolis";-;-;14;15;29
"352520 Jarinu";-;-;6;6;12
"352530 Jaú";-;3;28;269;300
"352540 Jeriquara";-;-;1;-;1
"352550 Joanópolis";-;-;1;4;5
"352560 João Ramalho";-;-;1;-;1
"352570 José Bonifácio";-;-;11;21;32
"352580 Júlio Mesquita";-;-;1;-;1
"352585 Jumirim";-;-;2;2;4
"352590 Jundiaí";-;1;57;1144;1202
"352600 Junqueirópolis";-;-;7;9;16
"352610 Juquiá";-;-;9;2;11
"352620 Juquitiba";-;-;8;2;10
"352630 Lagoinha";-;-;3;-;3
"352640 Laranjal Paulista";-;-;15;43;58
"352650 Lavínia";-;-;7;-;7
"352660 Lavrinhas";-;-;4;-;4
"352670 Leme";-;-;28;121;149
"352680 Lençóis Paulista";-;-;16;113;129
"352690 Limeira";-;2;34;317;353
"352700 Lindóia";-;-;4;3;7
"352710 Lins";-;3;22;263;288
"352720 Lorena";-;-;24;147;171
"352725 Lourdes";-;-;2;-;2
"352730 Louveira";-;-;5;15;20
"352740 Lucélia";-;1;3;16;20
"352750 Lucianópolis";-;-;1;-;1
"352760 Luís Antônio";-;-;5;5;10
"352770 Luiziânia";-;-;1;5;6
"352780 Lupércio";-;-;2;-;2
"352790 Lutécia";-;-;1;-;1
"352800 Macatuba";-;-;7;8;15
"352810 Macaubal";-;-;1;7;8
"352820 Macedônia";-;-;1;2;3
"352830 Magda";-;-;1;-;1
"352840 Mairinque";-;-;23;16;39
"352850 Mairiporã";-;-;21;20;41
"352860 Manduri";-;-;4;6;10
"352870 Marabá Paulista";-;-;3;-;3
"352880 Maracaí";-;-;7;5;12
"352885 Marapoama";-;-;1;-;1
"352890 Mariápolis";-;-;1;-;1
"352900 Marília";-;4;61;464;529
"352910 Marinópolis";-;-;2;-;2
"352920 Martinópolis";-;-;11;14;25
"352930 Matão";-;1;16;107;124
"352940 Mauá";-;1;41;160;202
"352950 Mendonça";-;-;1;-;1
"352960 Meridiano";-;-;4;-;4
"352965 Mesópolis";-;-;1;-;1
"352970 Miguelópolis";-;-;10;15;25
"352980 Mineiros do Tietê";-;-;4;4;8
"353000 Mira Estrela";-;-;1;-;1
"352990 Miracatu";-;-;7;3;10
"353010 Mirandópolis";-;1;17;28;46
"353020 Mirante do Paranapanema";-;-;8;9;17
"353030 Mirassol";-;-;12;47;59
"353040 Mirassolândia";-;-;1;-;1
"353050 Mococa";-;2;20;127;149
"353060 Mogi das Cruzes";-;7;41;265;313
"353070 Mogi Guaçu";-;-;26;235;261
"353080 Mogi Mirim";-;1;22;142;165
"353090 Mombuca";-;-;2;-;2
"353100 Monções";-;-;3;-;3
"353110 Mongaguá";-;1;15;10;26
"353120 Monte Alegre do Sul";-;-;5;2;7
"353130 Monte Alto";-;-;18;147;165
"353140 Monte Aprazível";-;-;10;20;30
"353150 Monte Azul Paulista";-;-;4;16;20
"353160 Monte Castelo";-;-;1;-;1
"353180 Monte Mor";-;-;19;23;42
"353170 Monteiro Lobato";-;-;3;2;5
"353190 Morro Agudo";-;-;14;37;51
"353200 Morungaba";-;-;7;4;11
"353205 Motuca";-;-;3;1;4
"353210 Murutinga do Sul";-;-;1;3;4
"353215 Nantes";-;-;2;-;2
"353220 Narandiba";-;-;2;-;2
"353230 Natividade da Serra";-;-;2;-;2
"353240 Nazaré Paulista";-;-;2;3;5
"353250 Neves Paulista";-;-;4;7;11
"353260 Nhandeara";-;-;5;23;28
"353270 Nipoã";-;-;2;-;2
"353280 Nova Aliança";-;-;2;1;3
"353282 Nova Campina";-;-;4;-;4
"353284 Nova Canaã Paulista";-;-;3;-;3
"353286 Nova Castilho";-;-;1;-;1
"353290 Nova Europa";-;-;5;2;7
"353300 Nova Granada";-;-;6;6;12
"353310 Nova Guataporanga";-;-;1;-;1
"353320 Nova Independência";-;-;1;1;2
"353330 Nova Luzitânia";-;-;1;-;1
"353340 Nova Odessa";-;-;8;40;48
"353325 Novais";-;-;2;-;2
"353350 Novo Horizonte";-;-;9;41;50
"353360 Nuporanga";-;-;6;13;19
"353370 Ocauçu";-;-;2;-;2
"353380 Óleo";-;-;4;-;4
"353390 Olímpia";-;1;12;63;76
"353400 Onda Verde";-;-;4;-;4
"353410 Oriente";-;-;2;6;8
"353420 Orindiúva";-;-;1;2;3
"353430 Orlândia";-;2;10;93;105
"353440 Osasco";-;7;63;523;593
"353450 Oscar Bressane";-;-;1;-;1
"353460 Osvaldo Cruz";-;2;11;34;47
"353470 Ourinhos";-;-;26;264;290
"353480 Ouro Verde";-;-;3;1;4
"353475 Ouroeste";-;-;3;5;8
"353490 Pacaembu";-;2;4;9;15
"353500 Palestina";-;-;4;6;10
"353510 Palmares Paulista";-;-;2;3;5
"353520 Palmeira d'Oeste";-;-;4;6;10
"353530 Palmital";-;-;8;18;26
"353540 Panorama";-;-;4;4;8
"353550 Paraguaçu Paulista";-;1;16;45;62
"353560 Paraibuna";-;-;7;5;12
"353570 Paraíso";-;-;1;2;3
"353580 Paranapanema";-;-;4;3;7
"353590 Paranapuã";-;-;1;-;1
"353600 Parapuã";-;-;4;1;5
"353610 Pardinho";-;-;2;1;3
"353620 Pariquera-Açu";-;-;8;5;13
"353625 Parisi";-;-;2;-;2
"353630 Patrocínio Paulista";-;-;6;3;9
"353640 Paulicéia";-;-;2;1;3
"353650 Paulínia";-;-;22;86;108
"353657 Paulistânia";-;-;1;-;1
"353660 Paulo de Faria";-;-;1;3;4
"353670 Pederneiras";-;-;13;37;50
"353680 Pedra Bela";-;-;1;-;1
"353690 Pedranópolis";-;-;4;-;4
"353700 Pedregulho";-;-;9;9;18
"353710 Pedreira";-;-;9;20;29
"353715 Pedrinhas Paulista";-;-;4;4;8
"353720 Pedro de Toledo";-;-;4;-;4
"353730 Penápolis";-;-;19;120;139
"353740 Pereira Barreto";-;-;13;19;32
"353750 Pereiras";-;-;4;3;7
"353760 Peruíbe";-;-;17;21;38
"353770 Piacatu";-;-;1;-;1
"353780 Piedade";-;-;10;17;27
"353790 Pilar do Sul";-;-;10;5;15
"353800 Pindamonhangaba";-;-;32;208;240
"353810 Pindorama";-;-;6;4;10
"353820 Pinhalzinho";-;-;4;2;6
"353830 Piquerobi";-;-;1;-;1
"353850 Piquete";-;-;5;3;8
"353860 Piracaia";-;-;4;5;9
"353870 Piracicaba";-;7;80;606;693
"353880 Piraju";-;1;11;54;66
"353890 Pirajuí";-;2;8;27;37
"353900 Pirangi";-;-;5;9;14
"353910 Pirapora do Bom Jesus";-;-;6;1;7
"353920 Pirapozinho";-;-;8;13;21
"353930 Pirassununga";1;-;25;122;148
"353940 Piratininga";-;-;2;1;3
"353950 Pitangueiras";-;-;13;23;36
"353960 Planalto";-;-;1;-;1
"353970 Platina";-;-;1;-;1
"353980 Poá";-;-;26;17;43
"353990 Poloni";-;-;3;3;6
"354000 Pompéia";-;-;10;58;68
"354010 Pongaí";-;-;1;1;2
"354020 Pontal";-;-;13;25;38
"354025 Pontalinda";-;-;1;-;1
"354030 Pontes Gestal";-;-;1;-;1
"354040 Populina";-;-;1;1;2
"354050 Porangaba";-;-;6;6;12
"354060 Porto Feliz";-;-;15;42;57
"354070 Porto Ferreira";-;-;14;98;112
"354075 Potim";-;-;4;-;4
"354080 Potirendaba";-;-;7;10;17
"354085 Pracinha";-;1;1;-;2
"354090 Pradópolis";-;-;6;7;13
"354100 Praia Grande";-;1;36;85;122
"354105 Pratânia";-;-;2;2;4
"354110 Presidente Alves";-;-;2;-;2
"354120 Presidente Bernardes";-;1;8;12;21
"354130 Presidente Epitácio";-;-;12;25;37
"354140 Presidente Prudente";-;10;33;514;557
"354150 Presidente Venceslau";-;-;12;38;50
"354160 Promissão";-;1;17;36;54
"354165 Quadra";-;-;1;-;1
"354170 Quatá";-;-;6;12;18
"354180 Queiroz";-;-;1;-;1
"354190 Queluz";-;-;4;-;4
"354200 Quintana";-;-;4;1;5
"354210 Rafard";-;-;3;-;3
"354220 Rancharia";-;-;7;32;39
"354230 Redenção da Serra";-;-;2;1;3
"354240 Regente Feijó";-;-;10;6;16
"354250 Reginópolis";-;2;1;2;5
"354260 Registro";-;2;18;69;89
"354270 Restinga";-;-;3;-;3
"354280 Ribeira";-;-;3;-;3
"354290 Ribeirão Bonito";-;-;6;17;23
"354300 Ribeirão Branco";-;-;9;1;10
"354310 Ribeirão Corrente";-;-;2;-;2
"354320 Ribeirão do Sul";-;-;1;-;1
"354323 Ribeirão dos Índios";-;-;1;-;1
"354325 Ribeirão Grande";-;-;2;2;4
"354330 Ribeirão Pires";-;-;18;69;87
"354340 Ribeirão Preto";-;14;111;1041;1166
"354360 Rifaina";-;-;1;-;1
"354370 Rincão";-;-;4;5;9
"354380 Rinópolis";-;-;3;4;7
"354390 Rio Claro";-;3;33;269;305
"354400 Rio das Pedras";-;-;8;59;67
"354410 Rio Grande da Serra";-;-;9;5;14
"354420 Riolândia";-;1;2;2;5
"354350 Riversul";-;-;3;1;4
"354425 Rosana";-;1;11;21;33
"354430 Roseira";-;-;4;1;5
"354440 Rubiácea";-;-;2;-;2
"354450 Rubinéia";-;-;3;-;3
"354460 Sabino";-;-;1;3;4
"354470 Sagres";-;-;1;-;1
"354480 Sales";-;-;2;-;2
"354490 Sales Oliveira";-;-;4;19;23
"354500 Salesópolis";-;-;7;2;9
"354510 Salmourão";-;-;1;-;1
"354515 Saltinho";-;-;1;1;2
"354520 Salto";-;-;20;87;107
"354530 Salto de Pirapora";-;-;9;37;46
"354540 Salto Grande";-;-;1;1;2
"354550 Sandovalina";-;-;2;-;2
"354560 Santa Adélia";-;-;7;7;14
"354570 Santa Albertina";-;-;2;2;4
"354580 Santa Bárbara d'Oeste";-;2;19;156;177
"354600 Santa Branca";-;-;5;5;10
"354610 Santa Clara d'Oeste";-;-;2;-;2
"354620 Santa Cruz da Conceição";-;-;4;-;4
"354625 Santa Cruz da Esperança";-;-;1;-;1
"354630 Santa Cruz das Palmeiras";-;-;4;51;55
"354640 Santa Cruz do Rio Pardo";-;-;15;91;106
"354650 Santa Ernestina";-;-;1;-;1
"354660 Santa Fé do Sul";-;2;14;57;73
"354670 Santa Gertrudes";-;-;9;21;30
"354680 Santa Isabel";-;-;16;9;25
"354690 Santa Lúcia";-;-;3;2;5
"354700 Santa Maria da Serra";-;-;2;1;3
"354710 Santa Mercedes";-;-;2;-;2
"354740 Santa Rita d'Oeste";-;-;1;-;1
"354750 Santa Rita do Passa Quatro";-;3;9;54;66
"354760 Santa Rosa de Viterbo";-;-;8;37;45
"354765 Santa Salete";-;-;1;-;1
"354720 Santana da Ponte Pensa";-;-;2;-;2
"354730 Santana de Parnaíba";-;-;19;9;28
"354770 Santo Anastácio";-;-;5;20;25
"354780 Santo André";-;5;60;633;698
"354790 Santo Antônio da Alegria";-;-;7;1;8
"354800 Santo Antônio de Posse";-;-;9;8;17
"354805 Santo Antônio do Aracanguá";-;-;3;-;3
"354810 Santo Antônio do Jardim";-;-;1;-;1
"354820 Santo Antônio do Pinhal";-;-;4;1;5
"354830 Santo Expedito";-;-;1;-;1
"354840 Santópolis do Aguapeí";-;-;1;-;1
"354850 Santos";-;7;72;1210;1289
"354860 São Bento do Sapucaí";-;-;3;4;7
"354870 São Bernardo do Campo";-;-;64;595;659
"354880 São Caetano do Sul";-;-;34;469;503
"354890 São Carlos";1;1;37;253;292
"354900 São Francisco";-;-;2;-;2
"354910 São João da Boa Vista";-;5;25;299;329
"354920 São João das Duas Pontes";-;-;3;-;3
"354925 São João de Iracema";-;-;2;-;2
"354930 São João do Pau d'Alho";-;-;1;2;3
"354940 São Joaquim da Barra";-;2;16;115;133
"354950 São José da Bela Vista";-;-;3;4;7
"354960 São José do Barreiro";-;-;3;-;3
"354970 São José do Rio Pardo";-;-;16;89;105
"354980 São José do Rio Preto";-;11;58;577;646
"354990 São José dos Campos";1;6;71;1108;1186
"354995 São Lourenço da Serra";-;-;5;-;5
"355000 São Luís do Paraitinga";-;-;4;3;7
"355010 São Manuel";-;-;10;46;56
"355020 São Miguel Arcanjo";-;-;15;25;40
"355030 São Paulo";4;111;875;10621;11611
"355040 São Pedro";-;-;6;54;60
"355050 São Pedro do Turvo";-;-;3;1;4
"355060 São Roque";-;-;16;148;164
"355070 São Sebastião";-;-;25;98;123
"355080 São Sebastião da Grama";-;-;9;16;25
"355090 São Simão";-;-;7;23;30
"355100 São Vicente";-;-;57;171;228
"355110 Sarapuí";-;-;4;-;4
"355120 Sarutaiá";-;-;1;-;1
"355130 Sebastianópolis do Sul";-;-;2;1;3
"355140 Serra Azul";-;2;3;2;7
"355160 Serra Negra";-;-;12;37;49
"355150 Serrana";-;-;11;11;22
"355170 Sertãozinho";-;-;17;161;178
"355180 Sete Barras";-;-;5;-;5
"355190 Severínia";-;-;4;2;6
"355200 Silveiras";-;-;3;1;4
"355210 Socorro";-;-;14;24;38
"355220 Sorocaba";-;10;58;446;514
"355230 Sud Mennucci";-;-;6;2;8
"355240 Sumaré";-;2;36;114;152
"355255 Suzanápolis";-;-;1;-;1
"355250 Suzano";-;2;30;116;148
"355260 Tabapuã";-;-;6;5;11
"355270 Tabatinga";-;-;6;33;39
"355280 Taboão da Serra";-;1;28;61;90
"355290 Taciba";-;-;4;-;4
"355300 Taguaí";-;-;2;8;10
"355310 Taiaçu";-;-;1;6;7
"355320 Taiúva";-;-;3;7;10
"355330 Tambaú";-;-;9;31;40
"355340 Tanabi";-;-;10;20;30
"355350 Tapiraí";-;-;2;-;2
"355360 Tapiratiba";-;-;5;3;8
"355365 Taquaral";-;-;1;-;1
"355370 Taquaritinga";-;-;19;98;117
"355380 Taquarituba";-;-;6;5;11
"355385 Taquarivaí";-;-;4;-;4
"355390 Tarabai";-;-;2;-;2
"355395 Tarumã";-;-;10;1;11
"355400 Tatuí";-;-;30;258;288
"355410 Taubaté";-;7;71;468;546
"355420 Tejupá";-;-;3;-;3
"355430 Teodoro Sampaio";-;-;11;13;24
"355440 Terra Roxa";-;-;6;6;12
"355450 Tietê";-;-;12;83;95
"355460 Timburi";-;-;1;-;1
"355465 Torre de Pedra";-;-;1;-;1
"355470 Torrinha";-;-;2;2;4
"355475 Trabiju";-;-;2;-;2
"355480 Tremembé";-;-;8;13;21
"355490 Três Fronteiras";-;-;2;-;2
"355495 Tuiuti";-;-;2;-;2
"355500 Tupã";-;-;18;94;112
"355510 Tupi Paulista";-;-;7;18;25
"355520 Turiúba";-;-;1;-;1
"355530 Turmalina";-;-;2;-;2
"355535 Ubarana";-;-;1;-;1
"355540 Ubatuba";-;-;25;34;59
"355550 Ubirajara";-;-;1;1;2
"355560 Uchoa";-;-;4;4;8
"355570 União Paulista";-;-;2;-;2
"355580 Urânia";-;-;2;2;4
"355590 Uru";-;-;1;-;1
"355600 Urupês";-;-;5;4;9
"355610 Valentim Gentil";-;-;2;2;4
"355620 Valinhos";-;-;23;231;254
"355630 Valparaíso";-;1;6;12;19
"355635 Vargem";-;-;1;-;1
"355640 Vargem Grande do Sul";-;-;10;59;69
"355645 Vargem Grande Paulista";-;-;11;4;15
"355650 Várzea Paulista";-;-;19;12;31
"355660 Vera Cruz";-;-;3;9;12
"355670 Vinhedo";-;-;10;205;215
"355680 Viradouro";-;-;12;23;35
"355690 Vista Alegre do Alto";-;-;3;3;6
"355695 Vitória Brasil";-;-;1;-;1
"355700 Votorantim";-;-;30;41;71
"355710 Votuporanga";-;3;18;187;208
"355715 Zacarias";-;-;2;-;2
"Total";8;436;7222;42002;49668
&
"Município";"Federal";"Estadual";"Municipal";"Privada";"Total"
"350010 Adamantina";-;1;7;80;88
"350020 Adolfo";-;-;1;2;3
"350030 Aguaí";-;-;11;26;37
