"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"OFICINA ORTOPEDICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"POLO PREV.DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE";"Total"
"350925 Cajati";-;-;-;-;4;-;3;10;-;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;21
"350930 Cajobi";-;-;-;-;3;-;-;3;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;9
"350940 Cajuru";-;-;-;-;9;-;4;11;-;-;-;1;-;-;3;-;-;-;-;2;1;-;1;-;-;32
"350945 Campina do Monte Alegre";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"350950 Campinas";-;-;10;-;63;1;286;1088;1;3;10;20;8;1;35;-;-;4;7;93;1;-;1;-;-;1632
"350960 Campo Limpo Paulista";-;-;-;-;7;-;8;8;-;-;-;1;-;-;8;-;-;-;1;4;1;-;-;-;-;38
"350970 Campos do Jordão";-;-;1;-;2;-;2;19;-;-;-;4;-;-;1;10;-;1;-;-;-;-;-;-;-;40
"350980 Campos Novos Paulista";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"350990 Cananéia";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"350995 Canas";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351000 Cândido Mota";-;-;1;-;6;-;1;37;-;-;-;1;-;-;1;-;-;-;-;3;1;-;-;-;-;51
"351010 Cândido Rodrigues";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"351015 Canitar";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351020 Capão Bonito";-;-;1;-;10;-;4;15;-;-;-;1;-;-;3;-;-;-;-;4;1;-;-;-;-;39
"351030 Capela do Alto";-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;6
"351040 Capivari";-;-;2;-;4;-;20;95;-;-;-;2;-;-;3;2;-;-;-;9;1;-;-;-;-;138
"351050 Caraguatatuba";-;-;1;-;8;-;15;60;-;-;-;2;1;-;5;2;-;-;-;9;2;1;1;-;1;108
"351060 Carapicuíba";-;-;2;-;11;-;12;10;-;-;-;3;-;-;8;-;-;2;-;4;2;1;-;-;1;56
"351070 Cardoso";-;-;-;-;5;-;-;5;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;13
"351080 Casa Branca";-;-;1;-;5;-;3;33;-;-;1;1;-;-;-;-;-;1;-;9;-;-;-;-;-;54
"351090 Cássia dos Coqueiros";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"351100 Castilho";-;-;-;-;1;-;-;3;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;6
"351110 Catanduva";-;-;-;-;22;-;59;173;-;2;2;3;-;-;2;-;-;-;-;20;1;-;1;-;1;286
"351120 Catiguá";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351130 Cedral";-;-;-;-;1;-;3;2;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;8
"351140 Cerqueira César";-;-;-;-;4;-;1;2;-;-;-;1;-;-;-;1;-;-;-;1;1;-;-;-;-;11
"351150 Cerquilho";-;-;1;-;6;-;7;94;-;-;-;1;-;-;12;-;-;-;-;4;2;-;-;-;-;127
"351160 Cesário Lange";-;-;-;-;3;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;6
"351170 Charqueada";-;-;-;-;4;-;2;3;-;-;-;1;-;-;3;-;-;-;-;1;-;-;-;-;-;14
"355720 Chavantes";-;-;-;-;3;-;1;8;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;15
"351190 Clementina";-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"351200 Colina";-;-;-;-;5;-;11;20;-;-;-;1;-;-;1;-;-;1;-;1;-;-;-;-;-;40
"351210 Colômbia";-;-;-;-;3;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;8
"351220 Conchal";-;-;1;-;6;-;-;20;-;-;-;1;-;-;-;-;-;1;-;3;2;-;-;-;-;34
"351230 Conchas";-;-;-;-;4;-;1;26;-;1;-;1;-;-;-;-;-;-;1;4;2;-;-;-;-;40
"351240 Cordeirópolis";-;-;-;-;3;-;1;2;-;-;-;-;-;-;1;2;-;-;-;2;-;-;-;-;-;11
"351250 Coroados";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"351260 Coronel Macedo";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;3
"351270 Corumbataí";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351280 Cosmópolis";-;-;1;-;7;-;8;23;-;-;-;1;-;-;4;4;-;-;-;6;1;-;-;-;-;55
"351290 Cosmorama";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;4
"351300 Cotia";-;-;1;-;22;1;18;19;-;-;1;2;-;1;6;-;-;2;-;4;2;-;-;-;-;79
"351310 Cravinhos";-;-;-;-;3;-;2;13;-;-;-;1;-;-;-;-;-;-;-;3;-;-;-;-;-;22
"351320 Cristais Paulista";-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"351330 Cruzália";-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"351340 Cruzeiro";-;-;1;-;11;-;38;135;-;1;-;1;1;-;5;4;-;-;-;16;1;-;-;-;1;215
"351350 Cubatão";-;-;2;-;13;-;8;79;-;-;-;2;-;-;2;-;1;2;-;18;1;-;1;-;-;129
"351360 Cunha";-;-;-;-;5;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"351370 Descalvado";-;-;-;-;11;-;2;39;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;55
"351380 Diadema";-;-;4;-;20;1;26;43;-;-;1;4;2;-;15;-;-;1;1;11;2;1;1;-;-;133
"351385 Dirce Reis";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351390 Divinolândia";-;-;-;-;1;-;1;12;-;-;-;1;-;-;1;3;-;-;-;1;-;-;-;-;-;20
"351400 Dobrada";-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"351410 Dois Córregos";-;-;-;-;4;-;4;19;-;-;-;1;-;-;-;1;-;-;-;3;-;-;-;-;-;32
"351420 Dolcinópolis";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"351430 Dourado";-;-;-;-;2;-;-;3;-;-;-;1;-;-;-;1;-;1;-;2;-;-;-;-;-;10
"351440 Dracena";-;-;1;-;8;-;4;100;-;-;-;1;-;-;3;-;-;-;-;6;-;-;-;-;-;123
"351450 Duartina";-;-;-;-;4;-;1;8;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;16
"351460 Dumont";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351470 Echaporã";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"351480 Eldorado";-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"351490 Elias Fausto";-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;4
"351492 Elisiário";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351495 Embaúba";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351500 Embu das Artes";-;-;2;-;13;-;6;6;-;-;-;1;-;-;2;-;-;-;1;-;-;1;-;-;-;32
"351510 Embu-Guaçu";-;-;1;-;6;-;-;1;-;-;-;-;-;-;2;-;-;-;-;1;1;1;-;-;-;13
"351512 Emilianópolis";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351515 Engenheiro Coelho";-;-;-;-;3;-;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;7
"351518 Espírito Santo do Pinhal";-;-;-;-;6;-;5;96;-;-;2;1;-;-;-;-;-;-;-;5;2;-;-;-;-;117
"351519 Espírito Santo do Turvo";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"355730 Estiva Gerbi";-;-;-;-;2;-;-;1;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;6
"351520 Estrela d'Oeste";-;-;-;-;1;-;1;12;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;16
"351530 Estrela do Norte";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351535 Euclides da Cunha Paulista";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;1;-;-;-;-;5
"351540 Fartura";-;-;-;-;2;-;1;22;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;28
"351560 Fernando Prestes";-;-;-;-;1;-;-;4;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;6
"351550 Fernandópolis";-;-;1;-;14;-;4;171;1;-;-;2;-;-;4;2;-;-;1;21;-;-;-;-;1;222
"351565 Fernão";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351570 Ferraz de Vasconcelos";-;-;-;-;9;-;7;4;-;-;-;1;-;-;-;-;-;-;-;4;2;-;1;-;-;28
"351580 Flora Rica";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351590 Floreal";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351600 Flórida Paulista";-;-;-;-;2;-;-;1;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;7
"351610 Florínia";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351620 Franca";-;1;1;-;22;2;89;287;-;1;3;3;-;-;4;-;-;2;1;20;4;-;2;-;1;443
"351630 Francisco Morato";-;-;1;-;13;-;3;11;-;1;-;2;-;-;3;-;-;1;-;2;2;-;-;-;1;40
"351640 Franco da Rocha";-;-;-;-;11;-;8;21;-;1;2;2;-;-;-;-;-;-;-;4;6;1;-;-;-;56
"351650 Gabriel Monteiro";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351660 Gália";-;-;-;-;2;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"351670 Garça";-;-;1;-;10;-;8;22;-;-;2;1;-;-;1;-;-;-;-;1;-;-;-;-;-;46
"351680 Gastão Vidigal";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351685 Gavião Peixoto";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"351690 General Salgado";-;-;-;-;1;-;3;4;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;12
"351700 Getulina";-;-;-;-;3;-;-;11;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"351710 Glicério";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4
"351720 Guaiçara";-;-;-;-;5;-;-;5;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;11
"351730 Guaimbê";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"351740 Guaíra";-;-;-;-;10;-;6;32;-;-;-;1;-;-;-;1;-;-;-;3;2;-;-;-;-;55
"351750 Guapiaçu";-;-;-;-;4;-;5;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;12
"351760 Guapiara";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;6;-;1;-;1;1;-;-;-;-;10
"351770 Guará";-;-;1;-;5;-;2;11;-;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;23
"351780 Guaraçaí";-;-;-;-;1;-;-;8;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;11
"351790 Guaraci";-;-;-;-;3;-;1;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"351800 Guarani d'Oeste";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351810 Guarantã";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"351820 Guararapes";-;-;-;-;4;-;-;19;-;-;-;1;-;-;-;-;-;-;-;3;1;-;-;-;-;28
"351830 Guararema";-;-;-;-;2;-;1;2;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;9
"351840 Guaratinguetá";-;-;-;-;9;-;9;118;-;-;-;2;1;-;9;5;-;1;-;9;3;-;-;-;-;166
"351850 Guareí";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;6
"351860 Guariba";-;-;-;-;3;-;5;8;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;19
"351870 Guarujá";-;-;3;-;26;-;20;123;-;-;-;3;2;-;2;-;-;4;-;13;1;-;1;-;-;198
"351880 Guarulhos";-;-;4;-;70;1;127;212;-;1;3;8;1;-;22;1;-;6;1;52;1;-;1;-;-;511
"351885 Guatapará";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"351890 Guzolândia";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"351900 Herculândia";-;-;-;-;2;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;6
"351905 Holambra";-;-;-;-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"351907 Hortolândia";-;-;2;-;19;-;10;18;-;2;-;1;1;-;4;-;-;1;-;4;2;-;1;-;2;67
"351910 Iacanga";-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;6
"351920 Iacri";-;-;-;-;2;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"351925 Iaras";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;5
"351930 Ibaté";-;-;-;-;7;-;1;8;-;-;-;2;-;-;-;-;-;-;-;4;-;-;-;-;-;22
"351940 Ibirá";-;-;-;-;3;-;1;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;8
"351950 Ibirarema";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"351960 Ibitinga";-;-;-;-;6;-;1;79;-;-;-;2;-;-;1;1;-;2;-;8;1;-;-;-;-;101
"351970 Ibiúna";-;-;-;-;17;-;1;14;-;-;-;1;-;-;1;-;-;-;-;2;2;-;-;-;-;38
"351980 Icém";-;-;-;-;2;-;2;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;7
"351990 Iepê";-;-;-;-;3;-;2;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;8
"352000 Igaraçu do Tietê";-;-;-;-;4;-;-;2;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;8
"352010 Igarapava";-;-;-;-;5;-;-;25;-;-;-;1;-;-;1;-;-;-;-;4;-;-;-;-;-;36
"352020 Igaratá";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;5
"352030 Iguape";-;-;-;-;2;-;-;6;-;-;-;-;-;-;1;4;-;-;-;1;-;1;-;-;-;15
"352042 Ilha Comprida";-;-;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;6
"352044 Ilha Solteira";-;-;-;-;4;-;5;38;-;-;-;1;-;-;2;2;-;-;-;3;1;-;-;-;-;56
"352040 Ilhabela";-;-;1;-;7;-;1;2;-;-;-;1;-;-;-;-;1;-;-;2;-;-;-;-;-;15
"352050 Indaiatuba";-;-;2;-;14;1;21;181;-;-;1;2;3;-;11;-;-;1;-;21;2;-;1;-;1;262
"352060 Indiana";-;-;-;-;2;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"352070 Indiaporã";-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"352080 Inúbia Paulista";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352090 Ipaussu";-;-;-;-;2;-;-;6;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;11
"352100 Iperó";-;-;-;-;4;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;8
"352110 Ipeúna";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;3
"352115 Ipiguá";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"352120 Iporanga";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"352130 Ipuã";-;-;-;-;3;-;-;16;-;-;-;1;-;-;-;2;-;1;-;2;2;-;-;-;-;27
"352140 Iracemápolis";-;-;-;-;4;-;2;7;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;16
"352150 Irapuã";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"352160 Irapuru";-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"352170 Itaberá";-;-;-;-;5;-;-;-;-;-;-;1;-;-;-;4;-;-;-;1;1;-;-;-;-;12
"352180 Itaí";-;-;-;-;6;-;-;15;-;-;-;1;-;-;1;-;-;-;-;3;1;-;-;-;-;27
"352190 Itajobi";-;-;-;-;4;-;-;4;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;11
"352200 Itaju";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352210 Itanhaém";-;-;1;-;9;-;12;12;-;2;-;1;-;-;3;-;-;1;-;2;2;-;1;-;1;47
"352215 Itaóca";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"352220 Itapecerica da Serra";-;-;1;-;12;-;5;12;-;-;1;2;-;-;2;-;-;1;1;2;-;-;-;-;-;39
"352230 Itapetininga";-;-;2;-;23;-;11;146;-;-;-;2;-;-;4;7;-;-;-;14;4;-;-;-;-;213
"352240 Itapeva";-;-;2;-;21;-;13;66;-;1;-;1;-;-;9;-;-;-;-;6;3;-;-;-;-;122
"352250 Itapevi";-;-;1;-;12;-;10;15;-;-;-;2;1;-;1;-;-;4;1;3;1;-;1;-;1;53
"352260 Itapira";-;-;1;-;16;-;9;91;-;-;3;2;-;-;2;-;-;-;-;9;1;-;-;-;-;134
"352265 Itapirapuã Paulista";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;4
"352270 Itápolis";-;-;-;-;7;-;-;53;-;-;-;1;-;-;1;1;-;-;-;8;1;-;-;-;-;72
"352280 Itaporanga";-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;1;-;-;-;-;6
"352290 Itapuí";-;-;-;-;4;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"352300 Itapura";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352310 Itaquaquecetuba";-;-;-;-;3;-;5;7;-;-;-;1;-;-;4;12;-;1;-;5;1;-;-;-;-;39
"352320 Itararé";-;-;1;-;7;-;6;44;-;-;-;1;-;-;2;5;-;-;-;4;1;-;-;-;-;71
"352330 Itariri";-;-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"352340 Itatiba";-;-;1;-;15;-;16;36;-;1;-;2;-;-;5;-;-;-;-;11;1;-;1;-;1;90
"352350 Itatinga";-;-;-;-;1;-;1;9;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;14
"352360 Itirapina";-;-;-;-;3;-;-;18;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;23
"352370 Itirapuã";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352380 Itobi";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"352390 Itu";-;-;1;-;16;-;28;106;-;-;2;2;-;-;6;-;-;2;-;15;3;-;-;-;5;186
"352400 Itupeva";-;-;1;-;11;-;6;21;-;-;1;1;-;-;2;-;-;-;-;5;1;-;1;-;2;52
"352410 Ituverava";-;-;-;-;10;1;12;83;-;-;1;1;-;-;-;-;-;-;-;8;1;-;-;-;-;117
"352420 Jaborandi";-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"352430 Jaboticabal";-;-;1;-;8;-;17;55;-;-;-;2;-;-;6;-;-;1;-;6;1;-;-;-;-;97
"352440 Jacareí";-;-;2;-;17;-;27;246;-;-;-;5;-;-;1;1;1;1;-;20;1;-;1;-;-;323
"352450 Jaci";-;-;-;-;2;-;4;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;8
"352460 Jacupiranga";-;-;-;-;4;-;-;5;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;11
"352470 Jaguariúna";-;-;-;-;6;-;2;31;-;-;-;1;-;-;2;-;-;-;-;4;2;-;-;-;1;49
"352480 Jales";-;-;-;-;9;-;9;103;-;-;-;1;-;-;2;-;-;1;-;15;1;-;-;-;-;141
"352490 Jambeiro";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"352500 Jandira";-;-;1;-;9;-;4;4;-;-;1;1;-;-;2;-;-;1;-;1;1;-;-;-;1;26
"352510 Jardinópolis";-;-;-;-;8;-;4;6;-;-;-;1;-;-;3;-;-;-;-;3;1;-;-;-;-;26
"352520 Jarinu";-;-;-;-;2;-;-;3;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;-;-;9
"352530 Jaú";-;-;1;-;16;-;47;223;-;-;2;2;-;-;1;-;-;2;-;10;2;-;-;-;-;306
"352540 Jeriquara";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352550 Joanópolis";-;-;-;-;1;-;-;1;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;5
"352560 João Ramalho";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352570 José Bonifácio";-;-;-;-;8;-;6;9;-;-;-;1;-;-;3;-;-;-;-;5;-;-;-;-;-;32
"352580 Júlio Mesquita";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352585 Jumirim";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4
"352590 Jundiaí";-;1;3;-;35;-;142;910;-;1;1;5;3;-;9;-;-;3;3;38;-;-;-;-;-;1154
"352600 Junqueirópolis";-;-;1;-;4;-;-;7;-;-;-;1;-;-;-;1;-;1;-;1;-;-;-;-;-;16
"352610 Juquiá";-;-;-;-;4;-;-;1;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;9
"352620 Juquitiba";-;-;1;-;4;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;10
"352630 Lagoinha";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352640 Laranjal Paulista";-;-;1;-;6;-;4;36;-;-;-;1;-;-;2;-;-;-;-;5;1;-;-;-;-;56
"352650 Lavínia";-;-;-;-;4;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;8
"352660 Lavrinhas";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"352670 Leme";-;-;1;-;12;-;24;89;-;-;-;2;-;-;2;-;-;-;1;10;1;-;-;-;3;145
"352680 Lençóis Paulista";-;-;-;-;10;-;1;103;-;-;-;1;1;-;1;-;-;1;-;7;1;-;-;-;1;127
"352690 Limeira";-;-;-;-;26;-;28;256;-;-;-;4;-;-;8;1;-;-;1;21;1;-;2;-;-;348
"352700 Lindóia";-;-;-;-;2;-;2;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;6
"352710 Lins";-;1;5;-;7;-;4;251;-;-;1;3;-;-;1;3;-;-;-;8;2;-;-;-;-;286
"352720 Lorena";-;-;2;-;19;-;7;133;-;-;-;2;-;-;-;-;-;-;-;9;-;-;-;-;-;172
"352725 Lourdes";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352730 Louveira";-;-;-;-;2;-;2;11;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;18
"352740 Lucélia";-;-;-;-;4;-;2;12;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;20
